NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
294;Informe de Órgano Colegiado;0;Inf. Órgano Colegiado
293;Informe de Calificación;0;Inf. Calificación
286;Presentación solicitud de desistimiento;0;Present. sol. desistimiento
283;Inicio de Pérdida de Derecho al Cobro;0;Inic. Pérd. Dere. Cobr.
278;Resolución de Pérdida de Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
242;Valoración de la Solicitud;0;Valoración la Sol.
155;Propuesta de resolución de inadmisión;0;Prop. res. inadmisión
152;Propuesta de Resolución de Desistimiento;0;Prop. Resol. Desist.
55;Resolución de inadmisión;0;Resol. inadmisión
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución Denegatoria por falta de presupuesto;0;Resol. Deneg. falta presupuesto
51;Resolución Denegatoria Incumplimiento de Requisitos;0;Resol. Deneg. Incumplimiento Req.
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Definitiva Resolución Denegatoria por falta de presupuesto;0;Prop. Defin. Resol. Deneg. falta presupuesto
43;Propuesta Definitiva Resolución Denegatoria Incumplimiento de Requisitos;0;Prop. Defin. Resol. Deneg. Incumplimiento Req.
42;Propuesta Definitiva Resolución Concesión;0;Prop. Defin. Resol. Conce.
41;Propuesta Provisional Resolución Denegatoria Incumplimiento de Requisitos;0;Prop. Provis. Resol. Deneg. Incumplimiento Req.
41;Propuesta Provisional Resolución Denegatoria por falta de presupuesto;0;Prop. Provis. Resol. Deneg. falta presupuesto
40;Propuesta Provisional Resolución Concesión;0;Prop. Provis. Resol. Conce.
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite de audiencia;0;Trám. audiencia
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
