NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento y Archivo del expediente;1;Fin proc. Archivo expediente
286;Presentación Renuncia;0;Present. Renun.
90;Inicio Expediente Pérdida de Subvención.;0;Inic. Expediente Pérd. Subvención.
90;Inicio Expediente Pérdida Derecho Cobro Total - Falta Documentación.;0;Inic. Expediente Pérd. Dere. Cobr. Total - Falt. Doc..
90;Inicio Expediente Pérdida Derecho Cobro Parcial.;0;Inic. Expediente Pérd. Dere. Cobr. Parcial.
90;Inicio Expediente Pérdida Derecho Cobro Total - Incump. Req.;0;Inic. Expediente Pérd. Dere. Cobr. Total - Incump. Req.
82;Trámite de Certificado de cumplimiento y Pago al Beneficiario - Abono;0;Trám. Certificado cumplimiento Pag. Beneficiario - Abo.
82;Trámite de Pago parcial al Beneficiario;0;Trám. Pag. parcial Beneficiario
82;Trámite de Certificado de cumplimiento y Pago al Beneficiario;0;Trám. Certificado cumplimiento Pag. Beneficiario
70;Presenta declaración expresa anexo IV antes de un mes;0;Presenta declaración expresa anexo IV antes un mes
70;Presenta declaración expresa anexo IV antes de dos mes;0;Presenta declaración expresa anexo IV antes dos mes
55;Resolución de Inadmisión;0;Resol. Inadm.
52;Propuesta Resolución Aceptación de Renuncia al Abono;0;Prop. Resol. Aceptación Renun. Abo.
52;Resolución Pérdida Derecho Cobro Parcial;0;Resol. Pérd. Dere. Cobr. Parcial
52;Resolución Aceptación de Renuncia al Abono;0;Resol. Aceptación Renun. Abo.
52;Resolucion de Aceptación de Renuncia;0;Resol. Aceptación Renun.
52;Resolución Pérdida Derecho Cobro Total - Incump. Req.;0;Resol. Pérd. Dere. Cobr. Total - Incump. Req.
52;Resolución de desistimiento;0;Resol. desistimiento
52;Resolución Pérdida Derecho Cobro Total - Falta Documentación.;0;Resol. Pérd. Dere. Cobr. Total - Falt. Doc..
52;Resolución de Pérdida de Subvención.;0;Resol. Pérd. Subvención.
51;Resolución Desistimiento - Falta Documentación (abono);0;Resol. Desist. - Falt. Doc. (abono)
51;Resolución Desestimatoria - Incumplimiento de requisitos;0;Resol. Desest. - Incumplimiento requisitos
51;Resolución Desistimatoria Incumplimiento Perdida Total  (abono);0;Resol. Desistimatoria Incumplimiento Perdida Total (abono)
51;Resolución Desestimatoria. Falta de crédito;0;Resol. Desest.. Falt. crédito
50;Resolución de Concesión Proyectos de Rehabilitación sin aportar Proyecto;0;Resol. Conce. Proyectos Rehabilitación sin aportar Proyecto
50;Resolución Estimatoria de Abono;0;Resol. Estim. Abo.
50;Resolución sin efecto;0;Resol. sin efecto
50;Resolución Estimatoria Abono Pérdida Parcial ;0;Resol. Estim. Abo. Pérd. Parcial 
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Resolución Desistimatoria Incumplimiento Perdida Total  (abono);0;Prop. Resol. Desistimatoria Incumplimiento Perdida Total (abono)
43;IPR Desestimatorio por falta de crédito;0;IPR Desestimatorio falta crédito
43;IPR Desestimatorio por incumplimiento de requisitos;0;IPR Desestimatorio incumplimiento requisitos
43;Propuesta Resolución Desistimiento - Falta Documentación (abono);0;Prop. Resol. Desist. - Falt. Doc. (abono)
42;Propuesta Resolución Estimatoria de Abono;0;Prop. Resol. Estim. Abo.
42;IPR Concesión;0;IPR Conce.
42;Propuesta Resolución Estimatoria Abono Pérdida Parcial;0;Prop. Resol. Estim. Abo. Pérd. Parcial
42;Propuesta Resolución de Pérdida de Subvención.;0;Prop. Resol. Pérd. Subvención.
42;Propuesta Resolución Pérdida Derecho Cobro Parcial;0;Prop. Resol. Pérd. Dere. Cobr. Parcial
42;Propuesta Resolución Pérdida Derecho Cobro Total - Falta Documentación.;0;Prop. Resol. Pérd. Dere. Cobr. Total - Falt. Doc..
42;IPR Concesión Proyectos de Rehabilitación sin aportar Proyecto;0;IPR Conce. Proyectos Rehabilitación sin aportar Proyecto
42;Propuesta Resolución Pérdida Derecho Cobro Total - Incump. Req.;0;Prop. Resol. Pérd. Dere. Cobr. Total - Incump. Req.
30;Evaluación Solicitud;0;Eval. Sol.
30;Evaluación de solicitud (Abono);0;Eval. sol. (Abo.)
25;Tramite de Audiencia;0;Tramite Audi.
25;Trámite de Audiencia (abono);0;Trám. Audi. (abono)
25;Tramite de Audiencia - Inadmisión;0;Tramite Audi. - Inadm.
10;Requerimiento de Presentación de Justificación;0;Req. Present. Justif.
10;Requerimiento de documentación (abono);0;Req. doc. (abono)
10;Requerimiento de documentación;0;Req. doc.
1;Presentación y Revisión de la solicitud;0;Present. Revisión sol.
1;Solicitud de abono;0;Sol. abono
