NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
51;Resolución de desestimación;1;Resol. desestimación
286;Presentación de solicitud de desistimiento;0;Present. sol. desistimiento
279;Justificación final;0;Justif. final
278;Resolución fin de procedimiento del Acuerdo de inicio pérdida derecho al cobro;0;Resol. fin proc. Acuerdo inicio pérdida derecho cobro
278;Resolucion de Pérdida de Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
266;Revision Documentacion / Seguimiento Proyectos;0;Revision Documentacion / Seguimiento Proyectos
251;Evaluado y pendiente de valoración;0;Evaluado pendiente valoración
242;Valoración de proyectos;0;Valoración proyectos
160;Solicitud modificación resolución;0;Sol. modificación res.
156;Procedimiento de reintegro;0;proc. reintegro
155;Propuesta de Inadmision (POR DUPLICIDAD);0;Prop. Inadmision (POR DUPLICIDAD)
152;Propuesta de desistimiento;0;Prop. desistimiento
82;Pago;0;Pag.
60;Modificación Resolución Concesión;0;Modificación Resol. Conce.
55;Resolución de Inadmision (POR DUPLICIDAD);0;Resol. Inadmision (POR DUPLICIDAD)
53;Resolución de renuncia total;0;Resol. renuncia total
52;Resolución Desistimiento;0;Resol. Desist.
50;Resolución de concesión;0;Resol. concesión
42;Propuesta Resolución Definitiva;0;Prop. Resol. Defin.
42;Propuesta Modificación Resolución Concesión;0;Prop. Modificación Resol. Conce.
40;Propuesta de Resolución Provisional;0;Prop. Resol. Provis.
30;Evaluación de solicitud;0;Eval. sol.
25;Acuerdo de inicio de pérdida de derecho al cobro;0;Acuerdo inicio pérdida derecho cobro
21;Presentación de renuncia total;0;Present. renuncia total
15;Presentación de alegaciones;0;Present. alegaciones
10;Requerimiento de Documentación;0;Req. Doc.
1;Presentación de Solicitud;0;Present. Sol.
