NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento - Transporte Colectivo;1;Fin proc. - Transporte Colectivo
100;Fin de Procedimiento;1;Fin proc.
52;Resolucion Desistimiento - Transporte colectivo;0;Resol. Desist. - Transporte colectivo
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria - Transporte colectivo;0;Resol. Deneg. - Transporte colectivo
51;Resolución Denegatoria;0;Resol. Deneg.
50;Resolución de Expedición de Duplicado - Transporte Colectivo;0;Resol. Expedición Duplicado - Transporte Colectivo
50;Resolución de Expedición de Duplicado;0;Resol. Expedición Duplicado
30;Evaluación de Solicitud ;0;Eval. Sol. 
30;EVALUACIÓN de Solicitud - Transporte Colectivo;0;Ev. Sol. - Transporte Colectivo
10;Requerimiento de Documentacion a Transporte Colectivo;0;Req. Documentacion Transporte Colectivo
10;Requerimiento de Documentación;0;Req. Doc.
1;Presentación de Solicitud;0;Present. Sol.
1;Presentación de Solicitud - Transporte Colectivo;0;Present. Sol. - Transporte Colectivo
