NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
287;Seguimiento;0;Seguimiento
286;Presentacion Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolucion de perdida de derecho al cobro;0;Resol. perdida derecho cobro
156;Inicio de procedimiento de reintegro;0;Inic. proc. reintegro
155;Propuesta Resolucion de inadmision;0;Prop. Resol. inadmision
82;Pago;0;Pag.
55;Resolucion de inadmision;0;Resol. inadmision
53;Resolucion de Renuncia;0;Resol. Renun.
52;Resolucion de Desistimiento;0;Resol. Desist.
52;Aceptacion de Desistimiento;0;Aceptacion Desist.
51;Resolucion denegatoria por falta de presupuesto;0;Resol. denegatoria falta presupuesto
51;Resolucion denegatoria por incumplimiento requisitos;0;Resol. denegatoria incumplimiento requisitos
50;Resolucion aprobatoria;0;Resol. aprobatoria
43;Propuesta Resolucion Denegatoria por falta de presupuesto;0;Prop. Resol. Deneg. falta presupuesto
42;Propuesta Resolucion aprobatoria;0;Prop. Resol. aprobatoria
30;Evaluacion de solicitud;0;Evaluacion sol.
25;Tramite de audiencia (propuesta denegatoria);0;Tramite audiencia (propuesta denegatoria)
25;Tramite audiencia en perdida de derecho al cobro;0;Tramite audiencia perdida derecho cobro
21;Presentacion de Renuncia;0;Present. Renun.
10;Requerimiento documentacion solicitud;0;Req. documentacion sol.
1;Presentacion de solicitud;0;Present. sol.
