NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
404;Baja de agente;1;Baja agente
100;Fin de procedimiento y Archivo del expediente;0;Fin proc. Archivo expediente
55;Duplicidad de expediente;0;Duplicidad expediente
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución Desestimatoria - Incumplimiento de requisitos;0;Resol. Desest. - Incumplimiento requisitos
50;Resolución de Habilitación;0;Resol. Habilitación
30;Verificación de requisitos;0;Verificación requisitos
25;Tramite de Audiencia;0;Tramite Audi.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación y Revisión de la solicitud;0;Present. Revisión sol.
