NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
50;Resolución Aprobatoria;1;Resol. Aprobatoria
294;Informe Comisión Técnica;0;Inf. Comisión Técnica
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
242;Valoración de la Solicitud;0;Valoración la Sol.
155;Propuesta Resolución Inadmisión;0;Prop. Resol. Inadm.
55;Resolución Inadmisión;0;Resol. Inadm.
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria por incumplimiento de requisitos;0;Resol. Deneg. incumplimiento requisitos
51;Resolución Denegatoria por Falta de Presupuesto;0;Resol. Deneg. Falt. Presupuesto
43;Propuesta de Resolución Denegatoria por Falta de Prepuesto;0;Prop. Resol. Deneg. Falt. Prepuesto
43;Propuesta de Resolución Denegatoria por Incumplimiento de Requisitos;0;Prop. Resol. Deneg. Incumplimiento Req.
42;Propuesta Definitiva de Resolución Aprobatoria;0;Prop. Defin. Resol. Aprobatoria
30;Evaluación Solicitud;0;Eval. Sol.
25;Trámite de Audiencia;0;Trám. Audi.
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
1;Presentación de la Solicitud;0;Present. la Sol.
