NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
278;Resolución de Pérdida del Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
270;Modificación Resolución Desfavorable;0;Modificación Resol. Desfavorable
268;Certificación fin proyectos;0;Certificación fin proyectos
266;Comunicación inicio otros proyectos;0;Comunicación inicio otros proyectos
266;Comunicación inicio primer proyecto;0;Comunicación inicio primer proyecto
255;Informe Consejo Provincial de Coordinación;0;Inf. Consejo Provincial Coordinación
251;Informe Mesa de Empleo;0;Inf. Mesa Empleo
242;Valoración de proyectos;0;Valoración proyectos
160;Solicitud modificación resolución;0;Sol. modificación res.
156;Procedimiento de reintegro;0;proc. reintegro
82;Pago 35% - Reconocimiento de Obligacion (Ado,O);0;Pag. 35% - Reconocimiento Obligacion (Ado,O)
82;Pago 50% - Reconocimiento de Obligacion (Ado,O);0;Pag. 50% - Reconocimiento Obligacion (Ado,O)
82;Pago final;0;Pag. final
60;Modificación Resolución Favorable;0;Modificación Resol. Favorable
53;Resolución de renuncia;0;Resol. renuncia
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución Favorable;0;Resol. Favorable
41;Propuesta de Resolución Desfavorable Provisional;0;Prop. Resol. Desfavorable Provis.
40;Propuesta de Resolución Favorable Provisional;0;Prop. Resol. Favorable Provis.
25;Acuerdo de inicio de pérdida del derecho al cobro;0;Acuerdo inicio pérdida derecho cobro
25;Trámite de audiencia;0;Trám. audiencia
21;Presentación de renuncia;0;Present. renuncia
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
1;Presentación de Solicitud;0;Present. Sol.
