NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
50;Resolución de Concesión;1;Resol. Conce.
293;Informe de Propuesta Desfavorable;0;Inf. Prop. Desfavorable
293;Informe de Propuesta Favorable ;0;Inf. Prop. Favorable 
284;Propuesta de Resolución provisional;0;Prop. Resol. provisional
242;Valoración Comisión Técnica;0;Valoración Comisión Técnica
57;Resolución de archivo;0;Resol. archivo
55;Resolucion Inadmision;0;Resol. Inadmision
52;Resolución desistimiento;0;Resol. desistimiento
42;Propuesta Resolución Definitiva;0;Prop. Resol. Defin.
30;Evaluación de solicitud;0;Eval. sol.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de la solicitud;0;Present. sol.
