NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
314;Propuesta aprobatoria con subrogación (no pagado);0;Prop. aprobatoria subrogación (no pagado)
306;Propuesta aprobatoria con sustitución (no pagado);0;Prop. aprobatoria sustitución (no pagado)
287;Seguimiento;0;Seguimiento
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de pérdida de derecho al cobro;0;Res. pérdida derecho cobro
156;Inicio de procedimiento de reintegro;0;Inic. procedimiento reintegro
155;Propuesta Resolución de inadmisión;0;Prop. Res. inadmisión
82;Pago;0;Pg.
62;Resolución denegatoria con subrogación (no pagado);0;Res. denegatoria subrogación (no pagado)
62;Resolución aprobatoria con subrogación (no pagado);0;Res. aprobatoria subrogación (no pagado)
62;Resolución aprobatoria de subrogación (ya pagado);0;Res. aprobatoria subrogación (ya pagado)
61;Resolución aprobatoria con sustitución (no pagado);0;Res. aprobatoria sustitución (no pagado)
61;Resolución aprobatoria de sustitución (ya pagado);0;Res. aprobatoria sustitución (ya pagado)
61;Resolución denegatoria con sustitución (no pagado);0;Res. denegatoria sustitución (no pagado)
55;Resolución de inadmisión;0;Res. inadmisión
53;Resolución de Renuncia;0;Res. Renuncia
52;Resolución de Desistimiento;0;Res. Desist.
52;Aceptación de Desistimiento;0;Aceptación Desist.
51;Resolución denegatoria por incumplimiento requisitos;0;Res. denegatoria incumplimiento requisitos
51;Resolución denegatoria por falta de presupuesto;0;Res. denegatoria falta presupuesto
50;Resolución aprobatoria;0;Res. aprobatoria
43;Propuesta Resolución Denegatoria por falta de presupuesto;0;Prop. Res. Deneg. falta presupuesto
43;Propuesta Resolución denegatoria por incumplimiento requisitos;0;Prop. Res. denegatoria incumplimiento requisitos
42;Propuesta Resolución aprobatoria;0;Prop. Res. aprobatoria
30;Evaluación de sustitución;0;Eval. sustitución
30;Evaluación de subrogación;0;Eval. subrogación
30;Evaluación de solicitud;0;Eval. solicitud
25;Trámite de audiencia (propuesta denegatoria);0;Trám. audiencia (propuesta denegatoria)
25;Trámite de audiencia de propuesta denegatoria;0;Trám. audiencia propuesta denegatoria
25;Trámite audiencia en pérdida de derecho al cobro;0;Trám. audiencia pérdida derecho cobro
21;Presentación de Renuncia;0;Present. Renuncia
12;Presentación de subrogación;0;Present. subrogación
11;Presentación de sustitución;0;Present. sustitución
10;Requerimiento documentación solicitud;0;Req. documentación solicitud
1;Presentación de solicitud;0;Present. solicitud
