NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
57;Archivo de expediente;1;Archivo expediente
41;Propuesta Resolución de Pérdida de Derecho;1;Prop. Resol. Pérd. Dere.
224;Desestimación de Recurso de Alzada;0;Desestimación Recur. Alzada
100;Fin de Procedimiento;0;Fin proc.
90;Presentación de Recurso de Alzada;0;Present. Recur. Alzada
53;Resolución Aceptación de Renuncia;0;Resol. Aceptación Renun.
53;Propuesta Resolución Aceptación de Renuncia;0;Prop. Resol. Aceptación Renun.
51;Resolución Desestimatoria - Falta Documentación;0;Resol. Desest. - Falt. Doc.
51;Resolución Desestimatoria - Fuera de Plazo;0;Resol. Desest. - Fuera Plazo
51;Resolución Desestimatoria - Falta de presupuesto;0;Resol. Desest. - Falt. presupuesto
51;Resolución Desestimatoria - Incumplimiento de Requisitos;0;Resol. Desest. - Incumplimiento Req.
50;Resolución Estimatoria de Abono (Obra Terminada);0;Resol. Estim. Abo. (Obra Terminada)
50;Resolución Estimatoria de Concesión;0;Resol. Estim. Conce.
50;Resolución Estimatoria de Concesión (Obra Terminada);0;Resol. Estim. Conce. (Obra Terminada)
50;Resolución Estimatoria de Abono;0;Resol. Estim. Abo.
42;Propuesta Resolución Estimatoria de Concesión;0;Prop. Resol. Estim. Conce.
42;Propuesta Resolución Estimatoria de Abono;0;Prop. Resol. Estim. Abo.
42;Propuesta Resolución Estimatoria de Concesión y Abono (Obra Terminada);0;Prop. Resol. Estim. Conce. Abo. (Obra Terminada)
41;Propuesta Resolución Desestimatoria - Falta de presupuesto;0;Prop. Resol. Desest. - Falt. presupuesto
41;Propuesta Resolución Desestimatoria - Falta Documentación;0;Prop. Resol. Desest. - Falt. Doc.
41;Propuesta Resolución Desestimatoria - Fuera de Plazo;0;Prop. Resol. Desest. - Fuera Plazo
41;Propuesta Resolución Desestimatoria - Incumplimiento de Requisitos;0;Prop. Resol. Desest. - Incumplimiento Req.
30;Evaluación de solicitud (abono);0;Eval. sol. (abono)
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite de Audiencia;0;Trám. Audi.
25;Trámite de Audiencia (abono);0;Trám. Audi. (abono)
10;Requerimiento de presentación de justificación;0;Req. presentación justif.
10;Requerimiento de documentación (abono);0;Req. doc. (abono)
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud;0;Present. sol.
1;Presentación de solicitud de Abono;0;Present. sol. Abo.
