NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
152;Propuesta Resolución Desistimiento;0;Prop. Resol. Desist.
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución de Denegación;0;Resol. Denegación
50;Resolución  de Concesión;0;Resol. de Conce.
43;Propuesta de Denegación;0;Prop. Denegación
42;Propuesta de Concesión;0;Prop. Conce.
30;Evaluación de Solicitud;0;Eval. Sol.
25;Trámite de Audiencia;0;Trám. Audi.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de la solicitud;0;Present. sol.
