NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
286;Presentación Solicitud de Desistimiento;1;Present. Sol. Desist.
100;Fin de procedimiento;1;Fin proc.
152;Propuesta Resolución Desistimiento;0;Prop. Resol. Desist.
82;Pago;0;Pag.
73;Requerimiento Documentación de Justificación;0;Req. Doc. Justif.
70;Justificación de gastos;0;Justif. gastos
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria;0;Resol. Deneg.
50;Resolución Aprobatoria;0;Resol. Aprobatoria
43;Propuesta Definitiva de Resolución Denegatoria;0;Prop. Defin. Resol. Deneg.
42;Propuesta Definitiva de Resolución Aprobatoria;0;Prop. Defin. Resol. Aprobatoria
41;Propuesta Provisional de Resolución Denegatoria;0;Prop. Provis. Resol. Deneg.
40;Propuesta Provisional de Resolución Aprobatoria;0;Prop. Provis. Resol. Aprobatoria
30;Evaluación y valoración de solicitud;0;Eval. valoración sol.
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
