NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
12;Presentación de subrogación;1;Present. subrogación
287;Seguimiento;0;Seguimiento
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
156;Inicio de procedimiento de reintegro;0;Inic. proc. reintegro
155;Propuesta Resolución de inadmisión;0;Prop. Resol. inadmisión
82;Pago;0;Pag.
61;Informe favorable de sustitución;0;Inf. favorable sustitución
61;Informe desfavorable de sustitución;0;Inf. desfavorable sustitución
55;Resolución de inadmisión;0;Resol. inadmisión
53;Resolución de Renuncia;0;Resol. Renun.
52;Resolución de Desistimiento;0;Resol. Desist.
52;Resolución de Aceptación de Desistimiento;0;Resol. Aceptación Desist.
51;Resolución denegatoria por incumplimiento requisitos;0;Resol. denegatoria incumplimiento requisitos
51;Resolución denegatoria por falta de presupuesto;0;Resol. denegatoria falta presupuesto
50;Resolución concesión;0;Resol. concesión
43;Propuesta Resolución Denegatoria por falta de presupuesto;0;Prop. Resol. Deneg. falta presupuesto
42;Propuesta Resolución de concesión;0;Prop. Resol. concesión
30;Evaluación de solicitud;0;Eval. sol.
30;Evaluación de sustitución;0;Eval. sustitución
25;Trámite de audiencia;0;Trám. audiencia
21;Presentación de Renuncia;0;Present. Renun.
11;Presentación de sustitución;0;Present. sustitución
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
