NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
152;Propuesta de Resolución de Desisitimiento;0;Prop. Resol. Desisitimiento
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Resolución Desfavorable;0;Prop. Resol. Desfavorable
42;Propuesta de Resolución de Concesión Definitiva;0;Prop. Resol. Conce. Defin.
40;Propuesta Resolución de Concesión Provisional;0;Prop. Resol. Conce. Provis.
30;Evaluación de solicitud;0;Eval. sol.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de Solicitud;0;Present. Sol.
