NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de Procedimiento;1;Fin proc.
12;Presentación de subrogación;1;Present. subrogación
287;Seguimiento;0;Seguimiento
286;Presentación Solicitud de Desistimiento;0;Present. Sol. Desist.
155;Propuesta Resolución de inadmisión;0;Prop. Res. inadmisión
82;Pago - Reconocimiento de Obligación;0;Pg. - Reconocimiento Obligación
55;Resolucion Inadmision;0;Res. Inadmision
53;Resolución de renuncia;0;Res. renuncia
52;Resolucion Desistimiento;0;Res. Desist.
51;Resolucion Desfavorable;0;Res. Desfavorable
50;Resolucion Favorable;0;Res. Favorable
43;Propuesta de Resolucion Desfavorable Definitiva;0;Prop. Res. Desfavorable Def.
42;Propuesta de Resolucion Favorable Definitiva;0;Prop. Res. Favorable Def.
41;Propuesta de Resolucion Desfavorable Provisional;0;Prop. Res. Desfavorable Prov.
40;Propuesta de resolucion Favorable Provisional;0;Prop. res. Favorable Prov.
30;Evaluación de Solicitud;0;Eval. Sol.
30;Evaluación de solicitud de sustitución;0;Eval. solicitud sustitución
21;Presentación de Renuncia;0;Present. Renuncia
11;Presentación de sustitución;0;Present. sustitución
10;Requerimiento de documentación;0;Req. documentación
1;Presentación de la solicitud;0;Present. la solicitud
