NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
340;Pendiente de Valoración Definitiva;1;Pend. Valoración Defin.
340;Pendiente de Valoración Provisional;1;Pend. Valoración Provis.
100;Fin de Procedimiento;1;Fin proc.
359;Acuerdo de inicio de Pérdida de Derecho al Cobro;0;Acuerdo inicio Pérd. Dere. Cobr.
316;Resolución de Concesión Estimatoria con Crédito;0;Resol. Conce. Estim. Crédito
283;Propuesta de Resolución Fin de Pérdida de Derecho al Cobro de la ayuda;0;Prop. Resol. Fin Pérd. Dere. Cobr. la ayuda
283;Propuesta de Resolución de Pérdida de Derecho al Cobro de la ayuda;0;Prop. Resol. Pérd. Dere. Cobr. la ayuda
278;Resolución de Pérdida de Derecho al Cobro de la ayuda;0;Resol. Pérd. Dere. Cobr. la ayuda
278;Resolución de Fin de Pérdida de Derecho al Cobro de la ayuda;0;Resol. Fin Pérd. Dere. Cobr. la ayuda
181;Abono;0;Abo.
155;P.R. Inadmisión Solicitud Duplicada;0;P.R. Inadm. Sol. Duplicada
155;P.R. Inadmisión Solicitud Fuera de Plazo;0;P.R. Inadm. Sol. Fuera Plazo
155;P.R. Inadmisión Solicitud por pérdida del objeto;0;P.R. Inadm. Sol. pérdida objeto
153;P.R. Desistimiento Voluntario Solicitud;0;P.R. Desist. Voluntario Sol.
153;Propuesta de Resolución por la que se acepta la Renuncia;0;Prop. Resol. la que se acepta Renun.
152;P.R. Desistimiento Requerimiento Documentación;0;P.R. Desist. Req. Doc.
55;Resolución Inadmisión Solicitud Fuera de Plazo;0;Resol. Inadm. Sol. Fuera Plazo
55;Resolución Inadmisión por pérdida del objeto;0;Resol. Inadm. pérdida objeto
55;Resolución Inadmisión Solicitud Duplicada;0;Resol. Inadm. Sol. Duplicada
53;Resolución por la que se acepta la Renuncia;0;Resol. la que se acepta Renun.
53;Resolución Desistimiento Voluntario Solicitud;0;Resol. Desist. Voluntario Sol.
52;Resolución Desistimiento Requerimiento Documentación;0;Resol. Desist. Req. Doc.
41;P.R. Provisional Desestimatoria;0;P.R. Provis. Desest.
40;P.R. Provisional Estimatoria con Crédito;0;P.R. Provis. Estim. Crédito
40;P.R. Provisional Estimatoria sin Crédito;0;P.R. Provis. Estim. sin Crédito
30;Evaluación de solicitud;0;Eval. sol.
30;Evaluación de alegaciones;0;Eval. alegaciones
25;Trámite de audiencia evaluación solicitud;0;Trám. audiencia evaluación sol.
10;Requerimiento de Documentación para el Abono de la Ayuda;0;Req. Doc. para Abo. la Ayuda
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud;0;Present. sol.
