NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
286;Presentación solicitud de desistimiento;0;Present. solicitud desistimiento
278;Resolución de pérdida de derecho al cobro;0;Res. pérdida derecho cobro
156;Inicio de procedimiento de reintegro;0;Inic. procedimiento reintegro
155;Propuesta de resolución de inadmisión;0;Prop. res. inadmisión
82;Pago Anticipo 25%;0;Pg. Anticipo 25%
82;Pago Final 75%;0;Pg. Final 75%
73;Requerimiento Documentación Justificativa;0;Req. Doc. Justificativa
70;Presentación Documentación Justificativa;0;Present. Doc. Justificativa
55;Resolución de inadmisión;0;Res. inadmisión
53;Resolución de renuncia con pago (sin intereses);0;Res. renuncia pago (sin intereses)
53;Resolución de renuncia sin pago;0;Res. renuncia sin pago
52;Resolución de desistimiento;0;Res. desistimiento
52;Resolución de aceptación de desistimiento;0;Res. aceptación desistimiento
51;Resolución denegatoria por incumplimiento requisitos;0;Res. denegatoria incumplimiento requisitos
51;Resolución denegatoria por falta de presupuesto;0;Res. denegatoria falta presupuesto
50;Resolución aprobatoria;0;Res. aprobatoria
43;Propuesta denegatoria por falta de presupuesto;0;Prop. denegatoria falta presupuesto
42;Propuesta aprobatoria;0;Prop. aprobatoria
40;Propuesta provisional aprobatoria (trámite de audiencia);0;Prop. provisional aprobatoria (trámite audiencia)
30;Evaluación de solicitud;0;Eval. solicitud
25;Propuesta denegatoria incumplimiento de requisitos (Trámite de audiencia);0;Prop. denegatoria incumplimiento requisitos (Trám. audiencia)
25;Trámite audiencia en pérdida de derecho al cobro;0;Trám. audiencia pérdida derecho cobro
21;Presentación de renuncia;0;Present. renuncia
10;Requerimiento documentación solicitud;0;Req. documentación solicitud
1;Presentación de solicitud;0;Present. solicitud
