NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
505;Recursos, sanciones y consultas varias;0;Recur.s, sanciones consultas varias
482;Certificado de alegaciones del jefe de servicio;0;Certificado alegaciones jefe servicio
417;Información Pública;0;Información Pública
387;Gestión Económica;0;Gestión Económica
386;Informe-Propuesta de Servicios Centrales;0;Inf.-Prop. Servicios Centrales
377;Requerimiento de Pago del Canon y Fondo de Mejora;0;Req. Pag. Canon Fondo Mejora
370;Inicio de Desahucio Administrativo;0;Inic. Desahucio Administrativo
369;Remisión del Pliego de Condiciones a Jefe de Servicio;0;Remisión Pliego Condiciones Jefe Servicio
369;Remisión del Pliego de Condiciones al Solicitante;0;Remisión Pliego Condiciones Solicitante
369;Remisión del Pliego de Condiciones a la Entidad Propietaria;0;Remisión Pliego Condiciones la Entidad Propietaria
368;Publicación en DOCM;0;Publicación DOCM
367;Solicitud de consentimiento de la entidad titular;0;Sol. consentimiento la entidad titular
366;Informe-Resumen de Viabilidad de la Sección de Montes;0;Inf.-Resumen Viabilidad la Sección Montes
365;Petición de Informes;0;Petición Inf.s
100;Fin de Procedimiento;0;Fin proc.
55;Resolución de inadmisión y acumulación de expedientes;0;Resol. inadmisión acumulación expedientes
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria Dirección General;0;Resol. Deneg. Dirección General
50;Resolución Aprobatoria Dirección General;0;Resol. Aprobatoria Dirección General
42;Informe-Propuesta de Servicios Provinciales;0;Inf.-Prop. Servicios Provinciales
10;Requerimiento de Documentación;0;Req. Doc.
1;Presentación de Solicitud;0;Present. Sol.
