NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
52;Resolución de Desistimiento;1;Resol. Desist.
51;Resolución Denegatoria por incumplimiento de requisitos;1;Resol. Deneg. incumplimiento requisitos
51;Resolución Denegatoria por Falta de Crédito;1;Resol. Deneg. Falt. Crédito
394;Fase de Justificación Final;0;Fase Justif. Final
286;Presentación de Solicitud de Desistimiento;0;Present. Sol. Desist.
279;Liquidación;0;Liq.
156;Acuerdo de inicio de reintegro;0;Acuerdo inicio reintegro
82;Pago;0;Pag.
70;Comunicación de contratos;0;Comunicación contratos
70;Fase de Justificación (primer año);0;Fase Justif. (primer año)
60;Modificación Resolución Favorable;0;Modificación Resol. Favorable
56;Resolución de Reintegro;0;Resol. Reintegro
53;Resolución de Renuncia Parcial;0;Resol. Renun. Parcial
53;Resolución de Renuncia total;0;Resol. Renun. total
50;Resolución Aprobatoria;0;Resol. Aprobatoria
43;Propuesta Definitiva Resolución Denegatoria Incumplimiento de Requisitos;0;Prop. Defin. Resol. Deneg. Incumplimiento Req.
43;Propuesta de Resolución Denegatoria por Falta de Crédito;0;Prop. Resol. Deneg. Falt. Crédito
42;Propuesta Modificación Resolución Concesión;0;Prop. Modificación Resol. Conce.
42;Propuesta Definitiva Aprobatoria;0;Prop. Defin. Aprobatoria
41;Propuesta Provisional Resolución Denegatoria Incumplimiento de Requisitos;0;Prop. Provis. Resol. Deneg. Incumplimiento Req.
40;Propuesta Provisional Aprobatoria;0;Prop. Provis. Aprobatoria
30;Evaluación de la solicitud;0;Eval. sol.
21;Presentación de renuncia total;0;Present. renuncia total
21;Presentación de renuncia parcial;0;Present. renuncia parcial
10;Requerimiento de datos y/o documentación;0;Req. datos y/o doc.
1;Ayuda por gastos de desplazamiento;0;Ayuda gastos desplazamiento
1;Presentación de solicitud;0;Present. sol.
