NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
202;ANULADO - Solicitud Creada por Error;1;ANULADO - Sol. Creada Error
100;Fin de procedimiento y Archivo del expediente;1;Fin procedimiento Archivo expediente
283;Propuesta Resolución de Pérdida Total - Incuplimiento Total;0;Prop. Res. Pérd. Total - Incuplimiento Total
283;Propuesta Resolución de Abono Parcial;0;Prop. Res. Ab. Parcial
278;Resolución de Pérdida Total - Incuplimiento Total;0;Res. Pérd. Total - Incuplimiento Total
278;Resolución de Abono Parcial;0;Res. Ab. Parcial
236;Requerimiento por duplicidad;0;Req. duplicidad
82;Certificado de cumplimiento y Pago al beneficiario;0;Certificado cumplimiento Pg. beneficiario
55;Resolución de Inadmisión;0;Res. Inadm.
55;Diligencia de duplicidad de expediente;0;Diligencia duplicidad expediente
52;Resolucion Aceptación Renuncia;0;Res. Aceptación Renuncia
52;Resolución de desistimiento por duplicidad;0;Res. desistimiento duplicidad
52;Resolución de desistimiento;0;Res. desistimiento
51;Resolución Desestimatoria - Incumplimiento de requisitos;0;Res. Desest. - Incumplimiento requisitos
51;Resolución Desestimatoria. Falta de crédito;0;Res. Desest.. Falt. crédito
50;Resolución de Concesión;0;Res. Conc.
43;IPR Desestimatorio por incumplimiento de requisitos;0;IPR Desestimatorio incumplimiento requisitos
43;IPR Desestimatorio por falta de crédito;0;IPR Desestimatorio falta crédito
42;Propuesta Resolución de Abono Total;0;Prop. Res. Ab. Total
42;IPR Concesión;0;IPR Conc.
30;Evaluación de requisitos;0;Eval. requisitos
30;Evaluación de solicitud (abono);0;Eval. solicitud (abono)
25;Tramite de Audiencia;0;Tramite Aud.
25;Tramite de Audiencia - Inadmisión;0;Tramite Aud. - Inadm.
25;Trámite de audiencia de abono;0;Trám. audiencia abono
10;Requerimiento de Justificacion de Abono;0;Req. Justificacion Ab.
10;Requerimiento de documentación (abono);0;Req. documentación (abono)
10;Requerimiento de documentación;0;Req. documentación
1;Presentación con Justificación y Revisión de la solicitud;0;Present. Just. Revisión la solicitud
1;Presentación de solicitud;0;Present. solicitud
1;Presentación de Solicitud de Abono;0;Present. Sol. Ab.
