NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de ciclo de abonos;1;Fin ciclo abonos
100;Fin de Procedimiento;1;Fin proc.
283;IPR de pérdida de la ayuda por ATENDER Y NO CUMPLIR el emplazamiento;0;IPR pérdida la ayuda ATENDER Y NO CUMPLIR emplazamiento
283;IPR de pérdida del trimestre por NO ATENDER el emplazamiento. Trimestre 4;0;IPR pérdida trimestre NO ATENDER emplazamiento. Trim. 4
283;IPR de pérdida del trimestre por NO ATENDER el emplazamiento. Trimestre 5;0;IPR pérdida trimestre NO ATENDER emplazamiento. Trim. 5
283;IPR de pérdida de la ayuda por NO ATENDER el emplazamiento;0;IPR pérdida la ayuda NO ATENDER emplazamiento
283;IPR de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 3;0;IPR pérdida trimestre ATENDER Y NO CUMPLIR emplazamiento. Trim. 3
283;IPR de pérdida del trimestre por NO ATENDER el emplazamiento. Trimestre 3;0;IPR pérdida trimestre NO ATENDER emplazamiento. Trim. 3
283;IPR de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 5;0;IPR pérdida trimestre ATENDER Y NO CUMPLIR emplazamiento. Trim. 5
283;IPR de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 1;0;IPR pérdida trimestre ATENDER Y NO CUMPLIR emplazamiento. Trim. 1
283;IPR de pérdida del trimestre por NO ATENDER el emplazamiento. Trimestre 2;0;IPR pérdida trimestre NO ATENDER emplazamiento. Trim. 2
283;IPR de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 2;0;IPR pérdida trimestre ATENDER Y NO CUMPLIR emplazamiento. Trim. 2
283;IPR de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 4;0;IPR pérdida trimestre ATENDER Y NO CUMPLIR emplazamiento. Trim. 4
283;IPR de pérdida del trimestre por NO ATENDER el emplazamiento. Trimestre 1;0;IPR pérdida trimestre NO ATENDER emplazamiento. Trim. 1
278;RES de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 4;0;RES pérdida trimestre ATENDER Y NO CUMPLIR emplazamiento. Trim. 4
278;RES de pérdida de la ayuda por NO ATENDER el emplazamiento;0;RES pérdida la ayuda NO ATENDER emplazamiento
278;RES de pérdida de la ayuda por ATENDER Y NO CUMPLIR el emplazamiento;0;RES pérdida la ayuda ATENDER Y NO CUMPLIR emplazamiento
278;RES de pérdida del trimestre por ATENDER Y NO CUMPLIR el emplazamiento. Trim. 1;0;RES pérdida trimestre ATENDER Y NO CUMPLIR emplazamiento. Trim. 1
