NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de Procedimiento;1;Fin proc.
286;Presentación de Solicitud de Desestimiento;0;Present. Sol. Desestimiento
55;Resolución de Inadmisión;0;Res. Inadm.
52;Resolución Desestimiento;0;Res. Desestimiento
51;Resolución Denegatoria;0;Res. Deneg.
50;Resolución Aprobatoria;0;Res. Aprobatoria
30;Evaluación de la Solicitud;0;Eval. la Sol.
25;Trámite de Audiencia;0;Trám. Aud.
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
1;Presentación de la Solicitud;0;Present. la Sol.
