NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
285;Resolución de Procedimiento;0;Resol. proc.
284;Propuesta de Resolución de Procedimiento;0;Prop. Resol. proc.
82;Pago 35%;0;Pag. 35%
82;Pago 25%;0;Pag. 25%
82;Pago 40%;0;Pag. 40%
70;Justificación inicio de actividades;0;Justif. inicio actividades
70;Justificación de ejecución y pago de actividades;0;Justif. ejecución pago actividades
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Resolución Desfavorable;0;Prop. Resol. Desfavorable
42;Propuesta Resolución de Concesión;0;Prop. Resol. Conce.
30;Calificación y evaluación de solicitud;0;Calificación evaluación sol.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud;0;Present. sol.
