NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
437;Firma del contrato;0;Firma contrato
436;Aceptación del Cesionario;0;Aceptación Cesionario
435;Remisión al Serv. Jurídico para autorización Consej. Gob.;0;Remisión Serv. Jurídico para autorización Consej. Gob.
434;Desafectación;0;Desafectación
433;Informe de patrimonio de cesión;0;Inf. patrimonio cesión
432;Propuesta de la modificación de la solicitud;0;Prop. la modificación sol.
431;Resolución de inicio de expediente;0;Resol. inicio expediente
389;Notificación Acuerdo Cesión;0;Notif. Acuerdo Cesión
343;Petición de informes a Consejerías afectadas;0;Petición informes Consejerías afectadas
122;Comunicación a Inventario / Consejerías / DOCM ;0;Comunicación Inventario / Consejerías / DOCM 
122;Comunicación a Inventario;0;Comunicación Inventario
55;Resolucion de inadmision;0;Resol. inadmision
52;Resolución de Desistimiento;0;Resol. Desist.
36;Recepción inscripción registral;0;Recepción inscripción registral
30;Documentacion / Regularizacion del inmueble objeto de cesion;0;Documentacion / Regularizacion inmueble objeto cesion
10;Requerimiento de subsanación;0;Req. subsanación
1;Presentación de solicitud;0;Present. sol.
