NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
155;Propuesta Resolución de inadmisión;0;Prop. Resol. inadmisión
152;Propuesta de Resolución de Desistimiento;0;Prop. Resol. Desist.
82;Pago;0;Pag.
55;Resolución de inadmisión;0;Resol. inadmisión
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria Incumplimiento de Requisitos;0;Resol. Deneg. Incumplimiento Req.
50;Resolución Aprobatoria;0;Resol. Aprobatoria
43;Propuesta Resolución Denegatoria Incumplimiento de Requisitos;0;Prop. Resol. Deneg. Incumplimiento Req.
42;Propuesta Resolución Aprobatoria;0;Prop. Resol. Aprobatoria
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite de audiencia previo;0;Trám. audiencia previo
25;Trámite de audiencia;0;Trám. audiencia
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
