NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de Procedimiento;1;Fin proc.
294;Informe Comisión Técnica;0;Inf. Comisión Técnica
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
242;Valoración Solicitud;0;Valoración Sol.
155;Propuesta Resolución de inadmisión;0;Prop. Res. inadmisión
82;Pago-Reconocimiento de Obligación (ADO,O);0;Pg.-Reconocimiento Obligación (ADO,O)
70;Presentación de Justificación de Gastos;0;Present. Just. Gastos
55;Resolución de Inadmisión;0;Res. Inadm.
52;Resolucion Desistimiento;0;Res. Desist.
51;Resolución Desfavorable por Falta de Presupuesto;0;Res. Desfavorable Falt. Presupuesto
51;Resolución Desestimatoria;0;Res. Desest.
50;Resolución Concesión;0;Res. Conc.
43;Propuesta definitiva Resolución Desestimatoria;0;Prop. definitiva Res. Desest.
43;Propuesta Desfavorable por Falta de Presupuesto;0;Prop. Desfavorable Falt. Presupuesto
42;Propuesta de Concesión;0;Prop. Conc.
30;Evaluación de solicitud;0;Eval. solicitud
25;Tramite de Audiencia;0;Tramite Aud.
10;Requerimiento de documentación;0;Req. documentación
1;Presentación de solicitud de subvención;0;Present. solicitud subvención
