NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
52;Resolución desistimiento/archivo solicitud de depósito provisional de cuentas;1;Resol. desistimiento/archivo sol. depósito provisional cuentas
55;Inadmisión continuidad expediente provisional;0;Inadm. continuidad expediente provisional
55;Inadmisión por duplicidad;0;Inadm. duplicidad
53;Resolución Aceptación de Renuncia;0;Resol. Aceptación Renun.
52;Resolución desistimiento/archivo solicitud de depósito de cuentas;0;Resol. desistimiento/archivo sol. depósito cuentas
50;Resolución favorable de depósito de cuentas;0;Resol. favorable depósito cuentas
50;Resolución favorable de depósito provisional de cuentas;0;Resol. favorable depósito provisional cuentas
50;Resolución favorable de depósito de cuentas definitivo;0;Resol. favorable depósito cuentas definitivo
10;Requerimiento de documentación/subsanación de depósito provisional de cuentas;0;Req. doc./subsanación depósito provisional cuentas
10;Requerimiento de documentación/subsanación de depósito de cuentas;0;Req. doc./subsanación depósito cuentas
1;Presentación de solicitud de depósito de cuentas;0;Present. sol. depósito cuentas
