NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
43;Propuesta denegatoria por falta de presupuesto;1;Prop. denegatoria falta presupuesto
295;Seguimiento;0;Seguimiento
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de pérdida de derecho al cobro;0;Resol. pérdida derecho cobro
156;Inicio de procedimiento de reintegro;0;Inic. proc. reintegro
155;Propuesta de resolución de inadmisión;0;Prop. res. inadmisión
82;Pago;0;Pag.
55;Resolución de inadmisión;0;Resol. inadmisión
53;Resolución de renuncia sin pago;0;Resol. renuncia sin pago
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución denegatoria por falta de presupuesto;0;Resol. denegatoria falta presupuesto
51;Resolución denegatoria por incumplimiento requisitos;0;Resol. denegatoria incumplimiento requisitos
50;Resolución Aprobatoria;0;Resol. Aprobatoria
42;Propuesta Resolución aprobatoria;0;Prop. Resol. aprobatoria
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite de audiencia (Propuesta Denegatoria);0;Trám. audiencia (Prop. Deneg.)
25;Trámite audiencia en pérdida de derecho al cobro;0;Trám. audiencia pérdida derecho cobro
21;Presentación de renuncia;0;Present. renuncia
10;Requerimiento de Documentación de Solicitud;0;Req. Doc. Sol.
1;Presentación de Solicitud;0;Present. Sol.
