NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
335;Baremación Definitiva - Puntuación;0;Baremación Defin. - Puntuación
334;Duplicado;0;Duplicado
291;Desistimiento;0;Desist.
290;Adjudicación Definitiva;0;Adjud. Defin.
288;Adjudicación Provisional;0;Adjud. Provis.
30;Evaluación verificacion manual;0;Eval. verificacion manual
30;Evaluación solicitud;0;Eval. sol.
25;Tramite de Reclamación;0;Tramite Reclamación
1;Presentación de Solicitud;0;Present. Sol.
