NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
294;Informe Comisión Técnica;0;Inf. Comisión Técnica
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
242;Valoración Solicitud;0;Valoración Sol.
155;Propuesta Resolución de inadmisión;0;Prop. Resol. inadmisión
82;Pago-Reconocimiento de Obligación (ADO,O);0;Pag.-Reconocimiento Obligación (ADO,O)
70;Presentación de Justificación de Gastos;0;Present. Justif. Gastos
55;Resolución de Inadmisión;0;Resol. Inadm.
52;Resolucion Desistimiento;0;Resol. Desist.
51;Resolución Desestimatoria;0;Resol. Desest.
51;Resolución Desfavorable por Falta de Presupuesto;0;Resol. Desfavorable Falt. Presupuesto
50;Resolución Concesión;0;Resol. Conce.
43;Propuesta definitiva Resolución Desestimatoria;0;Prop. definitiva Resol. Desest.
43;Propuesta Desfavorable por Falta de Presupuesto;0;Prop. Desfavorable Falt. Presupuesto
42;Propuesta de Concesión;0;Prop. Conce.
30;Evaluación de solicitud;0;Eval. sol.
25;Tramite de Audiencia;0;Tramite Audi.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud de subvención;0;Present. sol. subvención
