NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
57;Archivo de expediente;1;Archivo expediente
41;Propuesta Resolución Desestimatoria tras Alegaciones Incumpl. Requisitos;1;Prop. Res. Desest. tras Alegaciones Incumpl. Req.
302;Visita de obra (abono);0;Visita obra (abono)
225;Estimación de Recurso de Alzada;0;Estimación Rec. Alzada
224;Desestimación de Recurso de Alzada;0;Desestimación Rec. Alzada
100;Fin de Procedimiento;0;Fin proc.
90;Inicio Expediente Pérdida Derecho Cobro Parcial;0;Inic. Expediente Pérd. Der. Cob. Parcial
90;Presentación de Recurso de Alzada;0;Present. Rec. Alzada
90;Revocación de Resolución;0;Revocación Res.
90;Inicio Expediente Pérdida Derecho Cobro Total - Incump. Req.;0;Inic. Expediente Pérd. Der. Cob. Total - Incump. Req.
90;Inicio Expediente Pérdida Derecho Cobro - No Justificación;0;Inic. Expediente Pérd. Der. Cob. - No Just.
90;Inicio Expediente Pérdida Derecho Cobro Total - Falta Documentación ;0;Inic. Expediente Pérd. Der. Cob. Total - Falt. Doc. 
82;Trámite de Pago al Beneficiario;0;Trám. Pg. Beneficiario
55;Duplicidad de Expediente;0;Duplicidad Expediente
53;Resolución Aceptación de Renuncia al Abono;0;Res. Aceptación Renuncia Ab.
53;Propuesta Resolución Aceptación de Renuncia al Abono;0;Prop. Res. Aceptación Renuncia Ab.
53;Resolución Aceptación de Renuncia;0;Res. Aceptación Renuncia
53;Propuesta Resolución Aceptación de Renuncia;0;Prop. Res. Aceptación Renuncia
51;Resolución Desistimiento - Falta Documentación;0;Res. Desist. - Falt. Doc.
51;Resolución Inadmisión a trámite - No objeto;0;Res. Inadm. trámite - No objeto
51;Comunicación de Resolución Desestimatoria - Falta de Presupuesto;0;Comunicación Res. Desest. - Falt. Presupuesto
51;Resolución Desistimiento - Falta Documentación (abono);0;Res. Desist. - Falt. Doc. (abono)
51;Resolución Inadmisión a trámite - Defecto Forma;0;Res. Inadm. trámite - Defecto Forma
51;Resolución Pérdida Derecho Cobro Parcial;0;Res. Pérd. Der. Cob. Parcial
51;Resolución de Desestimatoria ¿ Incump. Req.;0;Res. Desest. ¿ Incump. Req.
51;Comunicación de Resolución Desestimatoria - Incumplimiento de Requisitos;0;Comunicación Res. Desest. - Incumplimiento Req.
