NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
73;Requerimiento Documentación de Justificación;1;Req. Doc. Justif.
286;Presentación solicitud de desistimiento;0;Present. sol. desistimiento
155;Propuesta de inadmisión;0;Prop. inadmisión
82;Pago - Reconocimiento de Obligación (ADO,O);0;Pag. - Reconocimiento Obligación (ADO,O)
70;Justificación de gastos;0;Justif. gastos
55;Resolución de inadmisión;0;Resol. inadmisión
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución Denegatoria;0;Resol. Deneg.
50;Resolución Aprobatoria;0;Resol. Aprobatoria
43;Propuesta Definitiva de Resolución Denegatoria;0;Prop. Defin. Resol. Deneg.
42;Propuesta Definitiva de Resolución Aprobatoria;0;Prop. Defin. Resol. Aprobatoria
41;Propuesta Provisional de Resolución Denegatoria / Trámite de audiencia;0;Prop. Provis. Resol. Deneg. / Trám. audiencia
40;Propuesta Provisional de Resolución Aprobatoria;0;Prop. Provis. Resol. Aprobatoria
30;Evaluación de solicitud;0;Eval. sol.
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
