NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
287;Seguimiento tercer periodo;1;Seguimiento tercer periodo
100;Fin de procedimiento;1;Fin procedimiento
300;Informe de adecuación del puesto;0;Inf. adecuación puesto
287;Seguimiento primer periodo;0;Seguimiento primer periodo
287;Seguimiento segundo periodo;0;Seguimiento segundo periodo
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
156;Inicio procedimiento de reintegro primer periodo;0;Inic. procedimiento reintegro primer periodo
156;Inicio procedimiento de reintegro segundo periodo;0;Inic. procedimiento reintegro segundo periodo
155;Propuesta Resolución de inadmisión;0;Prop. Res. inadmisión
152;Propuesta Resolución Desistimiento;0;Prop. Res. Desist.
82;Pago;0;Pg.
62;Resolución aprobatoria de subrogación (ya pagado);0;Res. aprobatoria subrogación (ya pagado)
55;Resolución de inadmisión;0;Res. inadmisión
53;Resolución aceptación de renuncia;0;Res. aceptación renuncia
52;Resolución de Desistimiento;0;Res. Desist.
51;Resolución Denegatoria por Incumplimiento de Requisitos;0;Res. Deneg. Incumplimiento Req.
51;Resolución Denegatoria por Falta de Presupuesto;0;Res. Deneg. Falt. Presupuesto
50;Resolución Aprobatoria;0;Res. Aprobatoria
43;Propuesta Definitiva Resolución denegatoria por incumplimiento requisitos;0;Prop. Def. Res. denegatoria incumplimiento requisitos
43;Propuesta Definitiva Resolución denegatoria por falta de presupuesto;0;Prop. Def. Res. denegatoria falta presupuesto
42;Propuesta Definitiva de Resolución Aprobatoria;0;Prop. Def. Res. Aprobatoria
41;Propuesta Provisional de Resolución Desfavorable;0;Prop. Prov. Res. Desfavorable
40;Propuesta Provisional de Resolución Favorable;0;Prop. Prov. Res. Favorable
30;Evaluación de la solicitud;0;Eval. la solicitud
30;Evaluación de sustitución;0;Eval. sustitución
30;Evaluación de subrogación;0;Eval. subrogación
21;Presentación de Renuncia;0;Present. Renuncia
12;Presentación de subrogación;0;Present. subrogación
11;Presentación de sustitución;0;Present. sustitución
10;Requerimiento de documentación;0;Req. documentación
1;Presentación de solicitud;0;Present. solicitud
