NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
295;Seguimiento y Control;1;Seguimiento Control
55;Resolución de inadmisión;1;Resol. inadmisión
53;Resolución de Renuncia;1;Resol. Renun.
52;Resolución de Desistimiento;1;Resol. Desist.
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
155;Propuesta Resolución de inadmisión;0;Prop. Resol. inadmisión
152;Propuesta de Resolución de Desistimiento;0;Prop. Resol. Desist.
90;Presentacion de Recurso de Alzada;0;Present. Recur. Alzada
82;Pago;0;Pag.
51;Resolución de Denegación;0;Resol. Denegación
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Definitiva Resolución Denegatoria Incumplimiento de Requisitos;0;Prop. Defin. Resol. Deneg. Incumplimiento Req.
42;Propuesta Definitiva de Resolución Aprobatoria;0;Prop. Defin. Resol. Aprobatoria
41;Propuesta Provisional de Resolución Desfavorable;0;Prop. Provis. Resol. Desfavorable
40;Propuesta Provisional de Resolución Favorable;0;Prop. Provis. Resol. Favorable
30;Evaluacion de solicitud;0;Evaluacion sol.
25;Trámite de audiencia;0;Trám. audiencia
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
