NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación solicitud de desistimiento;0;Present. sol. desistimiento
265;Inscripción en Registro;0;Inscripción Reg.
160;Presentación de solicitud de modificación del registro;0;Present. sol. modificación registro
155;Propuesta de inadmisión;0;Prop. inadmisión
152;Propuesta de desistimiento;0;Prop. desistimiento
60;Resolución de modificación del registro;0;Resol. modificación registro
55;Resolución de inadmisión;0;Resol. inadmisión
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución desfavorable por incumplimiento de requisitos;0;Resol. desfavorable incumplimiento requisitos
50;Resolución favorable;0;Resol. favorable
42;Propuesta favorable;0;Prop. favorable
30;Evaluación de solicitud;0;Eval. sol.
25;Propuesta desfavorable incumplimiento requisitos (Trámite audiencia);0;Prop. desfavorable incumplimiento requisitos (Trám. audiencia)
10;Requerimiento documentación de solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
