NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
40;Propuesta de Resolución Provisional;1;Prop. Resol. Provis.
359;Acuerdo de Inicio de Pérdida de Derecho al Cobro;0;Acuerdo Inic. Pérd. Dere. Cobr.
287;Seguimiento Actuaciones;0;Seguimiento Actuaciones
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de Pérdida de Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
251;Evaluado y pendiente de valoración;0;Evaluado pendiente valoración
242;Valoración de proyecto;0;Valoración proyecto
160;Solicitud Modificación Resolución;0;Sol. Modificación Resol.
156;Procedimiento de Reintegro;0;proc. Reintegro
155;Propuesta de Inadmisión por duplicidad;0;Prop. Inadm. duplicidad
155;Propuesta de Inadmisión a Trámite;0;Prop. Inadm. Trám.
152;Propuesta de Resolución de Desistimiento;0;Prop. Resol. Desist.
82;Pago liquidación - resto 50%;0;Pag. liquidación - resto 50%
82;Pago final de la liquidación;0;Pag. final la liquidación
82;Pago anticipo;0;Pag. anticipo
70;Justificación del Proyecto;0;Justif. Proyecto
60;Modificación Resolución de Concesión;0;Modificación Resol. Conce.
55;Resolución de inadmisión a trámite;0;Resol. inadmisión trámite
55;Resolución de inadmisión por duplicidad;0;Resol. inadmisión duplicidad
53;Resolución Renuncia Total;0;Resol. Renun. Total
52;Resolución de Desistimiento Tácito;0;Resol. Desist. Tácito
52;Resolución de Desistimiento Expreso;0;Resol. Desist. Expreso
50;Resolución de Concesión;0;Resol. Conce.
42;Propuesta de Modificación Resolución Concesión;0;Prop. Modificación Resol. Conce.
42;Propuesta Definitiva;0;Prop. Defin.
30;Evaluación de Solicitud;0;Eval. Sol.
25;Alegaciones a la pérdida de derecho al cobro;0;Alegaciones la pérdida derecho cobro
21;Presentación de Renuncia Total;0;Present. Renun. Total
10;Requerimiento de Documentación;0;Req. Doc.
1;Presentación de la solicitud;0;Present. sol.
