NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación de solicitud de desistimiento;0;Present. sol. desistimiento
279;Justificación final;0;Justif. final
278;Resolucion de Pérdida de Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
278;Resolucion de Pérdida de Derecho al Cobro (NO INICIO);0;Resol. Pérd. Dere. Cobr. (NO INICIO)
266;Comunicación Inicio Contrato;0;Comunicación Inic. Contrato
156;Procedimiento de Reintegro (Reintegra);0;proc. Reintegro (Reintegra)
155;Propuesta de Resolución de Inadmisión;0;Prop. Resol. Inadm.
82;Pago;0;Pag.
55;Resolución de Inadmisión;0;Resol. Inadm.
53;Resolución de renuncia;0;Resol. renuncia
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución Favorable;0;Resol. Favorable
43;Propuesta Resolución Desfavorable Definitiva;0;Prop. Resol. Desfavorable Defin.
42;Propuesta Definitiva de Resolucion Aprobatoria;0;Prop. Defin. Resol. Aprobatoria
41;Propuesta Resolución Desfavorable Provisional;0;Prop. Resol. Desfavorable Provis.
40;Propuesta Provisional de Resolución Aprobatoria;0;Prop. Provis. Resol. Aprobatoria
25;Trámite de audiencia en Pérdida de Derecho al Cobro (NO INICIO);0;Trám. audiencia Pérd. Dere. Cobr. (NO INICIO)
25;Trámite de audiencia en Pérdida de Derecho al Cobro;0;Trám. audiencia Pérd. Dere. Cobr.
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
1;Presentación de solicitud;0;Present. sol.
