NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin procedimiento;1;Fin proc.
303;Informe de cumplimiento de condiciones de SSPP;0;Inf. cumplimiento condiciones SSPP
302;Visita de Inspección;0;Visita Inspección
301;Plazo Prórroga de un Mes;0;Plazo Prór. un Mes
298;Comprobación positiva no inicio actuaciones;0;Comprob. positiva no inicio actuaciones
297;Comprobación no inicio actuaciones;0;Comprob. no inicio actuaciones
293;Informe de Calificación y Calificación Técnica;0;Inf. Calificación Calificación Técnica
286;Presentación de solicitud de desistimiento;0;Present. sol. desistimiento
278;Pérdida de derecho al cobro total;0;Pérd. derecho cobro total
278;Resolución de Incumplimiento;0;Resol. Incumplimiento
242;Valoración solicitud;0;Valoración sol.
155;Propuesta Resolución de Inadmisión;0;Prop. Resol. Inadm.
82;Pago-Reconocimiento de obligación (ADO,O);0;Pag.-Reconocimiento obligación (ADO,O)
74;No justificado-Incumplimiento total;0;No justificado-Incumplimiento total
73;Requerimiento Documentación Justificativa;0;Req. Doc. Justif.
72;Justificación incompleta-Liquidación parcial;0;Justif. incompleta-Liq. parcial
71;Justificación completa-Liquidación total;0;Justif. completa-Liq. total
70;Presentación Documentación Justificativa;0;Present. Doc. Justif.
55;Resolución de Inadmisión;0;Resol. Inadm.
53;Resolución de aceptación de renuncia;0;Resol. aceptación renuncia
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria por incumplimiento de requisitos;0;Resol. Deneg. incumplimiento requisitos
50;Resolución aprobatoria;0;Resol. aprobatoria
43;Propuesta definitiva de resolución denegatoria;0;Prop. definitiva res. denegatoria
42;Propuesta definitiva resolución aprobatoria;0;Prop. definitiva res. aprobatoria
41;Propuesta provisional resolución denegatoria;0;Prop. provisional res. denegatoria
40;Propuesta provisional resolución aprobatoria;0;Prop. provisional res. aprobatoria
30;Evaluación Solicitud;0;Eval. Sol.
25;Trámite de audiencia previo a la evaluación de solicitud;0;Trám. audiencia previo la evaluación sol.
25;Trámite de audiencia;0;Trám. audiencia
25;Presentación de alegaciones;0;Present. alegaciones
21;Presentación de renuncia;0;Present. renuncia
10;Comprobación negativa no inicio actuaciones - trámite de audiencia;0;Comprob. negativa no inicio actuaciones - trámite audiencia
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
1;Presentación de solicitud;0;Present. sol.
