NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
299;Acumulación de solicitud;0;Acumulación sol.
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
277;Resolución;0;Resol.
265;Inscripción en Registro;0;Inscripción Reg.
265;Inscripción en Teleformación;0;Inscripción Teleformación
52;Resolución de desistimiento;0;Resol. desistimiento
30;Evaluación de solicitud;0;Eval. sol.
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
1;Presentación de solicitud;0;Present. sol.
