NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
155;Propuesta Resolución de inadmisión;0;Prop. Resol. inadmisión
152;Propuesta de Resolución de Desistimiento;0;Prop. Resol. Desist.
55;Resolución de inadmisión;0;Resol. inadmisión
53;Resolución de Renuncia;0;Resol. Renun.
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria;0;Resol. Deneg.
50;Resolución Aprobatoria;0;Resol. Aprobatoria
43;Propuesta Definitiva de Resolución Denegatoria;0;Prop. Defin. Resol. Deneg.
42;Propuesta Definitiva de Resolución Aprobatoria;0;Prop. Defin. Resol. Aprobatoria
41;Propuesta Provisional de Resolución Denegatoria;0;Prop. Provis. Resol. Deneg.
40;Propuesta Provisional de Resolución Aprobatoria;0;Prop. Provis. Resol. Aprobatoria
30;Evaluación de solicitud;0;Eval. sol.
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
