NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
55;Inadmisión por duplicidad;0;Inadm. duplicidad
52;Resolución Desestimiento;0;Resol. Desest.
51;Resolución Denegatoria;0;Resol. Deneg.
50;Expedición del Carné;0;Expedición Carné
30;Evaluación de la Solicitud Carné de Alberguista Adulto;0;Eval. la Sol. Carné Alberguista Adulto
30;Evaluación de la Solicitud Carné de Alberguista Familiar;0;Eval. la Sol. Carné Alberguista Familiar
30;Evaluación de la Solicitud Carné Joven Internacional;0;Eval. la Sol. Carné Joven Internacional
30;Evaluación de la Solicitud Carné Internacional de Estudiante;0;Eval. la Sol. Carné Internacional Estudiante
30;Evaluación de la Solicitud Carné de Alberguista Joven;0;Eval. la Sol. Carné Alberguista Joven
30;Evaluación de la Solicitud Carné de Alberguista Joven<25;0;Eval. la Sol. Carné Alberguista Joven<25
30;Evaluación de la Solicitud Carné de Alberguista Grupo;0;Eval. la Sol. Carné Alberguista Grupo
30;Evaluación de la Solicitud Carné Joven Europeo;0;Eval. la Sol. Carné Joven Europeo
30;Evaluación de la Solicitud Carné Internacional de Profesor;0;Eval. la Sol. Carné Internacional Profesor
25;Trámite de Audiencia Carné de Alberguista Grupo;0;Trám. Audi. Carné Alberguista Grupo
25;Trámite de Audiencia Carné Internacional de Profesor;0;Trám. Audi. Carné Internacional Profesor
25;Trámite de Audiencia Carné Internacional de Estudiante;0;Trám. Audi. Carné Internacional Estudiante
25;Trámite de Audiencia Carné de Alberguista Joven;0;Trám. Audi. Carné Alberguista Joven
25;Trámite de Audiencia Carné de Alberguista Adulto;0;Trám. Audi. Carné Alberguista Adulto
25;Trámite de Audiencia Carné Joven Internacional;0;Trám. Audi. Carné Joven Internacional
25;Trámite de Audiencia Carné de Alberguista Familiar;0;Trám. Audi. Carné Alberguista Familiar
25;Trámite de Audiencia Carné Joven Europeo;0;Trám. Audi. Carné Joven Europeo
25;Trámite de Audiencia Carné de Alberguista Joven<25;0;Trám. Audi. Carné Alberguista Joven<25
10;Requerimiento Documentación Solicitud Carné Internacional de Estudiante;0;Req. Doc. Sol. Carné Internacional Estudiante
10;Requerimiento Documentación Solicitud Carné de Alberguista Adulto;0;Req. Doc. Sol. Carné Alberguista Adulto
10;Requerimiento Documentación Solicitud Carné de Alberguista Familiar;0;Req. Doc. Sol. Carné Alberguista Familiar
10;Requerimiento Documentación Solicitud Carné Internacional de Profesor;0;Req. Doc. Sol. Carné Internacional Profesor
10;Requerimiento Documentación Solicitud Carné Joven Internacional;0;Req. Doc. Sol. Carné Joven Internacional
10;Requerimiento Documentación Solicitud Carné de Alberguista Joven;0;Req. Doc. Sol. Carné Alberguista Joven
10;Requerimiento Documentación Solicitud Carné de Alberguista Grupo;0;Req. Doc. Sol. Carné Alberguista Grupo
10;Requerimiento Documentación Solicitud Carné de Alberguista Joven<25;0;Req. Doc. Sol. Carné Alberguista Joven<25
10;Requerimiento Documentación Solicitud Carné Joven Europeo;0;Req. Doc. Sol. Carné Joven Europeo
1;Presentación de la Solicitud Carné Internacional de Estudiante;0;Present. la Sol. Carné Internacional Estudiante
1;Presentación de la Solicitud Carné de Alberguista Familiar;0;Present. la Sol. Carné Alberguista Familiar
1;Presentación de la Solicitud Carné Joven Internacional;0;Present. la Sol. Carné Joven Internacional
1;Presentación de la Solicitud Carné Internacional de Profesor;0;Present. la Sol. Carné Internacional Profesor
1;Presentación de la Solicitud Carné de Alberguista Joven;0;Present. la Sol. Carné Alberguista Joven
1;Presentación de la Solicitud Carné de Alberguista Grupo;0;Present. la Sol. Carné Alberguista Grupo
1;Presentación de la Solicitud Carné de Alberguista Joven<25;0;Present. la Sol. Carné Alberguista Joven<25
1;Presentación de la Solicitud Carné Joven Europeo;0;Present. la Sol. Carné Joven Europeo
1;Presentación de la Solicitud Carné de Alberguista Adulto;0;Present. la Sol. Carné Alberguista Adulto
