NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de Procedimiento;1;Fin proc.
286;Presentación de solicitud de desistimiento;0;Present. solicitud desistimiento
279;Liquidación Expediente;0;Liq. Expediente
278;Resolución de Pérdida de Derecho al Cobro;0;Res. Pérd. Der. Cob.
278;Resolución de Pérdida de Derecho al Cobro (NO INICIO);0;Res. Pérd. Der. Cob. (NO INICIO)
278;Resolución fin de procedimiento del Acuerdo de inicio pérdida derecho al cobro;0;Res. fin procedimiento Acuerdo inicio pérdida derecho cobro
278;Resolución de fin de procedimiento de Pérdida de Derecho al Cobro (NO INICIO);0;Res. fin procedimiento Pérd. Der. Cob. (NO INICIO)
266;Seguimiento de proyectos;0;Seguimiento proyectos
251;Evaluado y pendiente de valoración;0;Evaluado pendiente valoración
251;Evaluado y valorado definitivamente;0;Evaluado valorado definitivamente
242;Informe de SSCC;0;Inf. SSCC
242;Valoración de proyectos;0;Valoración proyectos
160;Solicitud modificación resolución;0;Sol. modificación res.
156;Procedimiento de reintegro;0;proc. reintegro
155;Propuesta de Inadmision (POR DUPLICIDAD);0;Prop. Inadmision (POR DUPLICIDAD)
155;Propuesta de Inadmision;0;Prop. Inadmision
152;Propuesta de resolución de desistimiento;0;Prop. res. desistimiento
82;Pago Final - Resolución de Liquidación;0;Pg. Final - Res. Liq.
82;Pago Anticipo;0;Pg. Anticipo
60;Modificación Resolución Favorable;0;Modificación Res. Favorable
55;Resolución de inadmisión;0;Res. inadmisión
55;Resolución de inadmisión (POR DUPLICIDAD);0;Res. inadmisión (POR DUPLICIDAD)
53;Resolución de renuncia total;0;Res. renuncia total
52;Resolución de Desistimiento;0;Res. Desist.
52;Resolución de desistimiento;0;Res. desistimiento
51;Resolución Denegatoria;0;Res. Deneg.
50;Resolución de Concesión;0;Res. Conc.
42;Propuesta definitiva;0;Prop. definitiva
42;Propuesta Modificación Resolución Concesión;0;Prop. Modificación Res. Conc.
40;Propuesta de Resolución Provisional;0;Prop. Res. Prov.
30;Evaluación de solicitud;0;Eval. solicitud
25;Acuerdo de Inicio de Pérdida de Derecho al Cobro (NO INICIO);0;Acuerdo Inic. Pérd. Der. Cob. (NO INICIO)
25;Acuerdo de inicio Pérdida de Derecho al Cobro;0;Acuerdo inicio Pérd. Der. Cob.
21;Presentación renuncia total;0;Present. renuncia total
15;Alegaciones a la Propuesta Provisional;0;Alegaciones la Prop. Prov.
15;Presentación de alegaciones;0;Present. alegaciones
10;Requerimiento de Documentación de Solicitud;0;Req. Doc. Sol.
1;Presentación de Solicitud;0;Present. Sol.
