NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento y Archivo del expediente;1;Fin proc. Archivo expediente
283;Propuesta Resolución de Pérdida Total - Incuplimiento Total;0;Prop. Resol. Pérd. Total - Incuplimiento Total
283;Propuesta Resolución de Abono Parcial;0;Prop. Resol. Abo. Parcial
278;Resolución de Pérdida Total - Incuplimiento Total;0;Resol. Pérd. Total - Incuplimiento Total
278;Resolución de Abono Parcial;0;Resol. Abo. Parcial
82;Certificado de cumplimiento y Pago al beneficiario;0;Certificado cumplimiento Pag. beneficiario
55;Resolución de Inadmisión;0;Resol. Inadm.
55;Diligencia de duplicidad de expediente;0;Diligencia duplicidad expediente
52;Resolución de desistimiento por duplicidad;0;Resol. desistimiento duplicidad
52;Resolucion Aceptación Renuncia;0;Resol. Aceptación Renun.
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución Desestimatoria - Incumplimiento de requisitos;0;Resol. Desest. - Incumplimiento requisitos
51;Resolución Desestimatoria. Falta de crédito;0;Resol. Desest.. Falt. crédito
50;Resolución de Concesión;0;Resol. Conce.
43;IPR Desestimatorio por incumplimiento de requisitos;0;IPR Desestimatorio incumplimiento requisitos
43;IPR Desestimatorio por falta de crédito;0;IPR Desestimatorio falta crédito
42;Propuesta Resolución de Abono Total;0;Prop. Resol. Abo. Total
42;IPR Concesión;0;IPR Conce.
30;Evaluación de requisitos;0;Eval. requisitos
30;Evaluación de solicitud (abono);0;Eval. sol. (abono)
25;Tramite de Audiencia;0;Tramite Audi.
25;Trámite de audiencia de abono;0;Trám. audiencia abono
25;Tramite de Audiencia - Inadmisión;0;Tramite Audi. - Inadm.
10;Requerimiento por duplicidad;0;Req. duplicidad
10;Requerimiento de documentación (abono);0;Req. doc. (abono)
10;Requerimiento de Justificacion de Abono;0;Req. Justificacion Abo.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación con Justificación y Revisión de la solicitud;0;Present. Justif. Revisión sol.
1;Presentación de Solicitud de Abono;0;Present. Sol. Abo.
1;Presentación de solicitud;0;Present. sol.
