NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
53; Resolución Aceptación Desestimiento/Renuncia al Abono;1; Resol. Aceptación Desest./Renun. Abo.
51;Resolución Desestimatoria Incumplimiento Perdida Total - Abono;1;Resol. Desest. Incumplimiento Perdida Total - Abo.
51;Resolución Pérdida Derecho Cobro TOTAL Desistimiento Falta Doc.;1;Resol. Pérd. Dere. Cobr. TOTAL Desist. Falt. Doc.
359;Inicio Exp. Pérdida Derecho Cobro TOTAL Desistimiento Falta Doc.;0;Inic. Exp. Pérd. Dere. Cobr. TOTAL Desist. Falt. Doc.
338;Resolucion Desistimiento - Falta Documentación;0;Resol. Desist. - Falt. Doc.
337;Propuesta Desistimiento - Falta Documentación;0;Prop. Desist. - Falt. Doc.
155;Propuesta inadmisión - DEFECTO DE FORMA;0;Prop. inadmisión - DEFECTO DE FORMA
82;Certificado Cumplimiento - Abono;0;Certificado Cumplimiento - Abo.
82;Certificado Pago - Abono;0;Certificado Pag. - Abo.
55;Resolución de inadmisión - DEFECTO DE FORMA;0;Resol. inadmisión - DEFECTO DE FORMA
55;Resolución Inadmisión a trámite - NO OBJETO;0;Resol. Inadm. trámite - NO OBJETO
55;Resolución Inadmisión a trámite - FUERA DE PLAZO;0;Resol. Inadm. trámite - FUERA DE PLAZO
53;Resolución Aceptación de Desistimiento/RENUNCIA ;0;Resol. Aceptación Desist./RENUNCIA 
53;Propuesta Resolución Aceptación Desistimiento Renuncia/Desistimiento ;0;Prop. Resol. Aceptación Desist. Renun./Desist. 
52;Resolución Desistimiento Duplicidad;0;Resol. Desist. Duplicidad
52;Resolución Desistimiento - Falta Documentación (Abono);0;Resol. Desist. - Falt. Doc. (Abo.)
51;Resolución Desestimatoria - Incumplimiento de requisitos;0;Resol. Desest. - Incumplimiento requisitos
51;Resolución Desfavorable por Falta de Presupuesto;0;Resol. Desfavorable Falt. Presupuesto
50;Resolución Estimatoria Abono Pérdida Parcial ;0;Resol. Estim. Abo. Pérd. Parcial 
50;Resolución Estimatoria Concesión;0;Resol. Estim. Conce.
43; IPR Desestimiento/Renuncia al Abono;0; IPR Desest./Renun. Abo.
43;IPR Desestimatorio por incumplimiento de requisitos;0;IPR Desestimatorio incumplimiento requisitos
43;IPR Desestimatorio Incumplimiento Perdida Total - Abono;0;IPR Desestimatorio Incumplimiento Perdida Total - Abo.
43;Propuesta Resolución Desistimiento - Falta Documentación (abono);0;Prop. Resol. Desist. - Falt. Doc. (abono)
43;IPR Desestimatorio Falta de Presupuesto;0;IPR Desestimatorio Falt. Presupuesto
43;IP. Pérdida Derecho Cobro TOTAL Desistimiento Falta Doc.;0;IP. Pérd. Dere. Cobr. TOTAL Desist. Falt. Doc.
42;IPR Concesión;0;IPR Conce.
42;IPR Estimatorio Abono Perdida Parcial;0;IPR Estimatorio Abo. Perdida Parcial
42;IPR Estimatorio Abono;0;IPR Estimatorio Abo.
30;Evaluación de requisitos;0;Eval. requisitos
30;Evaluación de requisitos - Abono;0;Eval. requisitos - Abo.
30;Evaluación tras Audiencia - Abono;0;Eval. tras Audi. - Abo.
30;Evaluación de requisitos Tras Audiencia;0;Eval. requisitos Tras Audi.
25;Tramite de Audiencia;0;Tramite Audi.
25;Trámite de Audiencia de Inadmisión - FUERA PLAZO;0;Trám. Audi. Inadm. - FUERA PLAZO
25;Tramite de Audiencia 15 dias - Abono;0;Tramite Audi. 15 dias - Abo.
25;Trámite de Audiencia de Inadmisión - NO OBJETO;0;Trám. Audi. Inadm. - NO OBJETO
10;Requerimiento de duplicidad;0;Req. duplicidad
10;Requerimiento de documentación - Abono;0;Req. doc. - Abo.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación y Revisión de la solicitud;0;Present. Revisión sol.
1;Presentación y Revisión de la solicitud de Abono;0;Present. Revisión sol. Abo.
