NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
334;Duplicado;1;Duplicado
100;Fin de Procedimiento;1;Fin proc.
489;Resolución Pago Anticipado;0;Res. Pg. Anticipado
393;Presentación Pago Anticipado;0;Present. Pg. Anticipado
294;Informe Comisión Técnica;0;Inf. Comisión Técnica
293;Informe de Calificación y Evaluación Favorable;0;Inf. Calificación Eval. Favorable
293;Informe de Calificación Desfavorable;0;Inf. Calificación Desfavorable
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de Pérdida de Derecho al Cobro Parcial;0;Res. Pérd. Der. Cob. Parcial
278;Resolución de Pérdida de Derecho al Cobro Total;0;Res. Pérd. Der. Cob. Total
242;Valoración Solicitud;0;Valoración Sol.
160;Presentación Solicitud de Modificación de Resolución;0;Present. Sol. Modificación Res.
82;Pago-Reconocimiento de Obligación (ADO,O);0;Pg.-Reconocimiento Obligación (ADO,O)
74;No Justificado;0;No Justificado
73;Requerimiento Documentación de Justificación;0;Req. Doc. Just.
72;Justificación Incompleta;0;Just. Incompleta
71;Justificación Completa;0;Just. Completa
71;Informe y certificado de pago anticipado;0;Inf. certificado pago anticipado
70;Presentación de Justificación de Gastos;0;Present. Just. Gastos
60;Modificación de Resolución;0;Modificación Res.
55;Resolución de Inadmisión;0;Res. Inadm.
53;Resolución de Renuncia;0;Res. Renuncia
52;Resolución Desistimiento;0;Res. Desist.
51;Resolución Desestimatoria;0;Res. Desest.
51;Resolución Desestimatoria Falta de Presupuesto;0;Res. Desest. Falt. Presupuesto
50;Resolución Concesión;0;Res. Conc.
43;Propuesta definitiva Resolución Desestimatoria Falta de Presupuesto;0;Prop. definitiva Res. Desest. Falt. Presupuesto
43;Propuesta definitiva Resolución Desestimatoria;0;Prop. definitiva Res. Desest.
42;Propuesta definitiva de Resolución Concesión;0;Prop. definitiva Res. Conc.
41;Propuesta Provisional Resolución Desestimatoria;0;Prop. Prov. Res. Desest.
41;Propuesta Provisional Resolución Desestimatoria Falta de Presupuesto;0;Prop. Prov. Res. Desest. Falt. Presupuesto
40;Propuesta Provisional de Resolución Concesión;0;Prop. Prov. Res. Conc.
30;Evaluación de solicitud;0;Eval. solicitud
25;Tramite de Audiencia;0;Tramite Aud.
25;Tramite de Audiencia de Inadmisión;0;Tramite Aud. Inadm.
25;Trámite de Audiencia en Pérdida de Derecho al Cobro Total;0;Trám. Aud. Pérd. Der. Cob. Total
21;Presentación de Renuncia;0;Present. Renuncia
10;Requerimiento de documentación;0;Req. documentación
1;Solicitud de pago anticipado;0;Sol. pago anticipado
1;Presentación de solicitud de Subvención;0;Present. solicitud Subvención
