NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación solicitud de desistimiento;0;Present. sol. desistimiento
82;Liquidación;0;Liq.
52;Resolución de desistimiento;0;Resol. desistimiento
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución de concesión y pago;0;Resol. concesión pago
43;Propuesta Resolución Desfavorable;0;Prop. Resol. Desfavorable
42;Propuesta Definitiva Resolución Concesión;0;Prop. Defin. Resol. Conce.
40;Propuesta Provisional Resolución Concesión;0;Prop. Provis. Resol. Conce.
30;Evaluación y Servicios de Verificación;0;Eval. Servicios Verificación
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
