NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
328;Devolucion Obra;0;Devolucion Obra
327;Comunicacion Devolucion Obra;0;Comunicacion Devolucion Obra
311;Subsanacion;0;Subsanacion
294;Informe Comite Tecnico;0;Inf. Comite Tecnico
293;Informe de Candidaturas Excluidas ;0;Inf. Candidaturas Excluidas 
234;Presentacion Objeto Premio;0;Present. Objeto Premio
82;Abono Premio;0;Abo. Premio
52;Resolucion Desistimiento;0;Resol. Desist.
51;Resolucion Desestimatoria;0;Resol. Desest.
51;Resolucion de Exclusion no Presentado;0;Resol. Exclusion no Presentado
51;Resolucion de No-Concesion;0;Resol. No-Concesion
51;Resolucion de Exclusion no Coincide;0;Resol. Exclusion no Coincide
50;Resolucion Favorable;0;Resol. Favorable
30;Evaluacion Comite Tecnico;0;Evaluacion Comite Tecnico
30;Reevaluacion ;0;Reevaluacion 
30;Evaluacion de solicitud;0;Evaluacion sol.
10;Requerimiento de Informacion Complementaria;0;Req. Informacion Complementaria
1;Presentacion solicitud;0;Present. sol.
