NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
152;I.P. Resolucion Desistimiento falta de Documentacion;0;I.P. Resol. Desist. falta Documentacion
152;I.P. Resolución de Desistimiento falta de Firma;0;I.P. Resol. Desist. falta Firma
52;Resolucion Desistimiento falta de Documentacion;0;Resol. Desist. falta Documentacion
52;Resolución de Desistimiento falta de Firma;0;Resol. Desist. falta Firma
51;Resolución Desestimatoria Fuera de Plazo;0;Resol. Desest. Fuera Plazo
51;Resolución Desestimatoria Incumplimiento Requisitos;0;Resol. Desest. Incumplimiento Req.
51;Resolución Desestimatoria Falta de Presupuesto;0;Resol. Desest. Falt. Presupuesto
50;Resolución Estimatoria;0;Resol. Estim.
41;I.P. Resolución Desestimatoria Falta de Presupuesto;0;I.P. Resol. Desest. Falt. Presupuesto
41;I.P. Resolución Desestimatoria Fuera de Plazo;0;I.P. Resol. Desest. Fuera Plazo
41;I.P. Resolución Desestimatoria Incumplimiento Requisitos;0;I.P. Resol. Desest. Incumplimiento Req.
40;I.P. Resolución Estimatoria;0;I.P. Resol. Estim.
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite de Audiencia;0;Trám. Audi.
10;Requerimiento de Subsanación;0;Req. Subsanación
1;Presentación de solicitud;0;Present. sol.
