NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
70;Documentación Final Justificativa;1;Doc. Final Justif.
51;Resolución Desestimatoria;1;Resol. Desest.
303;Informe de cumplimiento de requisitos;0;Inf. cumplimiento requisitos
294;Comisión Provincial y Regional;0;Comisión Provincial Regional
286;Presentación solicitud de desistimiento;0;Present. sol. desistimiento
284;Propuesta Definitiva Conjunta;0;Prop. Defin. Conjunta
284;Propuesta Provisional Conjunta;0;Prop. Provis. Conjunta
251;Mesa técnica;0;Mesa técnica
242;Revaloración Económica;0;Revaloración Económica
242;Valoración Económica;0;Valoración Económica
152;Propuesta de desistimiento;0;Prop. desistimiento
70;Documentación Inicial Justificativa;0;Doc. Inicial Justif.
55;Resolución de inadmisión;0;Resol. inadmisión
52;Resolucion de desistimiento;0;Resol. desistimiento
50;Resolución Estimatoria;0;Resol. Estim.
41;Propuesta Provisional Desestimatoria;0;Prop. Provis. Desest.
40;Propuesta Provisional Estimatoria;0;Prop. Provis. Estim.
30;Revisión requisitos y valoración técnica;0;Revisión requisitos valoración técnica
25;Requerimiento y Subsanación de Requisitos;0;Req. Subsanación Req.
15;Alegaciones y Reformulación;0;Alegaciones Reformulación
10;Requerimiento de documentación;0;Req. doc.
1;Presentación y revisión de la solicitud;0;Present. revisión sol.
