NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
294;Informe Comisión Técnica;0;Inf. Comisión Técnica
293;Informe de Calificación Positiva;0;Inf. Calificación Positiva
293;Informe de Calificación Negativa;0;Inf. Calificación Negativa
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de Pérdida de Derecho al Cobro Parcial;0;Resol. Pérd. Dere. Cobr. Parcial
278;Resolución de Pérdida de Derecho al Cobro Total;0;Resol. Pérd. Dere. Cobr. Total
242;Valoración Solicitud;0;Valoración Sol.
82;Pago-Reconocimiento de Obligación (ADO,O);0;Pag.-Reconocimiento Obligación (ADO,O)
74;No Justificado;0;No Jusif.o
73;Requerimiento Documentación de Justificación;0;Req. Doc. Justif.
72;Justificación Incompleta;0;Justif. Incompleta
71;Justificación Completa;0;Justif. Completa
70;Presentación de Justificación de Gastos;0;Present. Justif. Gastos
55;Resolución de Inadmisión;0;Resol. Inadm.
53;Resolución de Renuncia;0;Resol. Renun.
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Denegatoria Incumplimiento de Requisitos;0;Resol. Deneg. Incumplimiento Req.
51;Resolución Desestimatoria Falta de Presupuesto;0;Resol. Desest. Falt. Presupuesto
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Resolución Desestimatoria Falta de Presupuesto;0;Prop. Resol. Desest. Falt. Presupuesto
43;Propuesta Resolución Denegatoria Incumplimiento Requisitos;0;Prop. Resol. Deneg. Incumplimiento Req.
42;Propuesta de Resolución Concesión;0;Prop. Resol. Conce.
41;Propuesta Provisional Resolución Denegatoria;0;Prop. Provis. Resol. Deneg.
41;Propuesta Provisional Resolución Desestimatoria Falta de Presupuesto;0;Prop. Provis. Resol. Desest. Falt. Presupuesto
40;Propuesta Provisional de Resolución Concesión;0;Prop. Provis. Resol. Conce.
30;Evaluación Solicitud;0;Eval. Sol.
25;Tramite de Audiencia;0;Tramite Audi.
25;Tramite de Audiencia de Inadmisión;0;Tramite Audi. Inadm.
25;Trámite de Audiencia en Pérdida de Derecho al Cobro Total;0;Trám. Audi. Pérd. Dere. Cobr. Total
25;Trámite Audiencia en Propuesta Provisional Denegatoria;0;Trám. Audi. Prop. Provis. Deneg.
25;Trámite Audiencia en Propuesta Provisional Desestimatoria Falta de Presupuesto;0;Trám. Audi. Prop. Provis. Desest. Falt. Presupuesto
25;Trámite Audiencia en Propuesta Provisional de Concesión;0;Trám. Audi. Prop. Provis. Conce.
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
1;Presentación de solicitud de Subvención;0;Present. sol. Subvención
