NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
50;Resolución de Concesión;1;Resol. Conce.
294;Informe del Instructor;0;Inf. Instructor
293;Informe de Calificación y Evaluación Favorable;0;Inf. Calificación Eval. Favorable
293;Informe de Calificación Desfavorable;0;Inf. Calificación Desfavorable
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
242;Valoración Solicitud;0;Valoración Sol.
55;Resolución de Inadmisión;0;Resol. Inadm.
52;Resolución Desistimiento;0;Resol. Desist.
51;Resolución Desestimatoria;0;Resol. Desest.
43;Propuesta definitiva Resolución Desestimatoria;0;Prop. definitiva Resol. Desest.
42;Propuesta definitiva de Resolución Concesión;0;Prop. definitiva Resol. Conce.
41;Propuesta Provisional Resolución Desestimatoria;0;Prop. Provis. Resol. Desest.
40;Propuesta Provisional de Resolución Concesión;0;Prop. Provis. Resol. Conce.
30;Evaluación de solicitud;0;Eval. sol.
25;Tramite de Audiencia de Inadmisión;0;Tramite Audi. Inadm.
25;Tramite de Audiencia;0;Tramite Audi.
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud de Subvención;0;Present. sol. Subvención
