NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
52;Resolución de Desistimiento;1;Resol. Desist.
51;Resolución Denegatoria;1;Resol. Deneg.
50;Resolución Favorable;1;Resol. Favorable
122;Aviso Recepción;0;Aviso Recepción
57;Resolución Archivo;0;Resol. Archivo
35;Solicitud de informe a ITSS;0;Sol. informe ITSS
35;Aviso a TGSS;0;Aviso TGSS
25;Trámite de audiencia;0;Trám. audiencia
10;Requerimiento de Subsanación;0;Req. Subsanación
1;Presentación de solicitud;0;Present. sol.
