NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
152;Propuesta  Resolucion Desistimiento;0;Prop. Resol. Desist.
82;Pago - Reconocimiento de Obligacion (Ado,O);0;Pag. - Reconocimiento Obligacion (Ado,O)
52;Resolucion Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución Favorable;0;Resol. Favorable
43;Propuesta Resolución Desfavorable Definitiva;0;Prop. Resol. Desfavorable Defin.
42;Propuesta Resolución Favorable Definitiva;0;Prop. Resol. Favorable Defin.
41;Propuesta Resolución Desfavorable Provisional;0;Prop. Resol. Desfavorable Provis.
40;Propuesta Resolución Favorable Provisional;0;Prop. Resol. Favorable Provis.
30;Evaluación Solicitud;0;Eval. Sol.
25;Tramite de Audiencia;0;Tramite Audi.
10;Requerimiento Documentación Solicitud;0;Req. Doc. Sol.
9;Comunicación de la Contratación;0;Comunicación la Contratación
1;Presentación Solicitud;0;Present. Sol.
