NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
100;Fin de procedimiento;1;Fin procedimiento
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
265;Inscripción en Registro;0;Inscripción Reg.
55;Resolución de inadmisión;0;Res. inadmisión
53;Resolución de Renuncia;0;Res. Renuncia
52;Resolución de Desistimiento;0;Res. Desist.
51;Resolución Denegatoria;0;Res. Deneg.
50;Resolución aprobatoria e Inscripción;0;Res. aprobatoria e Inscripción
30;Evaluación e instrucción;0;Eval. e instrucción
25;Trámite de audiencia;0;Trám. audiencia
21;Presentación de Renuncia;0;Present. Renuncia
10;Requerimiento documentación solicitud;0;Req. documentación solicitud
1;Presentación de solicitud;0;Present. solicitud
