NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Resolución Fin Procedimiento Reintegro;1;Resol. Fin proc. Reintegro
100;Fin de procedimiento;1;Fin proc.
419;Trámite Audiencia Recurso de alzada ;0;Trám. Audi. Recur. alzada 
418;Requerimiento recurso de alzada;0;Req. recurso alzada
295;Acuerdo de Inicio Reintegro;0;Acuerdo Inic. Reintegro
286;Presentación de solicitud de desistimiento;0;Present. sol. desistimiento
224;Desestimación del Recurso de alzada ;0;Desestimación Recur. alzada 
223;Estimación del Recurso de alzada;0;Estimación Recur. alzada
155;Propuesta de Resolución de Inadmisión Fuera de Plazo;0;Prop. Resol. Inadm. Fuera Plazo
155;Propuesta de Resolución de Inadmisión por Duplicidad;0;Prop. Resol. Inadm. Duplicidad
152;Propuesta de Resolución de Desistimiento Expreso;0;Prop. Resol. Desist. Expreso
152;Propuesta de Resolución de Desistimiento Tácito;0;Prop. Resol. Desist. Tácito
122;Comunicación de importes + Instrucciones 046;0;Comunicación importes + Instrucciones 046
90;Presentación de Recurso de Alzada;0;Present. Recur. Alzada
56;Resolución de Reintegro;0;Resol. Reintegro
55;Resolución de Inadmisión Fuera de Plazo;0;Resol. Inadm. Fuera Plazo
55;Resolución de Inadmisión por Duplicidad;0;Resol. Inadm. Duplicidad
52;Resolución de Desistimiento Tácito;0;Resol. Desist. Tácito
52;Resolución de Desistimiento Expreso;0;Resol. Desist. Expreso
51;Resolución Desestimatoria;0;Resol. Desest.
50;Resolución Estimatoria de Concesión;0;Resol. Estim. Conce.
43;Propuesta Resolución Desestimatoria;0;Prop. Resol. Desest.
42;Propuesta Resolución Estimatoria de Concesión;0;Prop. Resol. Estim. Conce.
30;Evaluación de solicitud;0;Eval. sol.
25;Trámite de Audiencia;0;Trám. Audi.
10;Requerimiento documentación Reintegro;0;Req. doc. Reintegro
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
