NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
60;Modificación de la Resolución Aprobatoria;0;Modificación la Resol. Aprobatoria
55;Resolución de inadmisión;0;Resol. inadmisión
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución de Pérdida de Eficacia De la Declaración Responsable (Desfavorable);0;Resol. Pérd. Eficacia De Declaración Responsable (Desfavorable)
50;Resolución aprobatoria de Inscripción de la Modificación;0;Resol. aprobatoria Inscripción la Modificación
30;Evaluación e Instrucción;0;Eval. e Instrucción
25;Trámite de audiencia;0;Trám. audiencia
10;Requerimiento de Subsanación;0;Req. Subsanación
1;Presentación de solicitud;0;Present. sol.
