NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de Procedimiento;1;Fin proc.
82;Pago - Reconocimiento de Obligación (ADO,O);1;Pag. - Reconocimiento Obligación (ADO,O)
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
283;Propuesta Resolución Pérdida de Derecho al Cobro Total;0;Prop. Resol. Pérd. Dere. Cobr. Total
283;Propuesta Resolución Pérdida de Derecho al Cobro Parcial;0;Prop. Resol. Pérd. Dere. Cobr. Parcial
282;Presentación de renuncia parcial;0;Present. renuncia parcial
281;Resolución de Renuncia Parcial;0;Resol. Renun. Parcial
278;Resolución de Pérdida de Derecho al Cobro Parcial;0;Resol. Pérd. Dere. Cobr. Parcial
278;Resolución de Pérdida de Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
73;Requerimiento documentación de justificación;0;Req. doc. justif.
70;Justificación de gastos;0;Justif. gastos
53;Resolución de renuncia total;0;Resol. renuncia total
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Resolución Desfavorable;0;Prop. Resol. Desfavorable
42;Propuesta Resolución de Concesión;0;Prop. Resol. Conce.
30;Calificación y evaluación de solicitud;0;Calificación evaluación sol.
21;Presentación de renuncia total;0;Present. renuncia total
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de Solicitud;0;Present. Sol.
