NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
255;Organo Colegiado;1;Organo Colegiado
100;Fin de Procedimiento;1;Fin proc.
279;Liquidacion Expediente (justificación);0;Liq. Expediente (justif.)
278;Resolucion de Pérdida de Derecho al Cobro;0;Resol. Pérd. Dere. Cobr.
278;Resolucion de Pérdida de Derecho al Cobro (NO INICIO);0;Resol. Pérd. Dere. Cobr. (NO INICIO)
270;Modificación Resolución Desfavorable;0;Modificación Resol. Desfavorable
266;Seguimiento de proyectos;0;Seguimiento proyectos
242;Valoración de proyectos;0;Valoración proyectos
160;Solicitud modificación resolución;0;Sol. modificación res.
156;Procedimiento de reintegro;0;proc. reintegro
82;Pago 75%;0;Pag. 75%
82;Pago Final - Resolucion de Liquidacion;0;Pag. Final - Resol. Liq.
60;Modificación Resolución Favorable;0;Modificación Resol. Favorable
55;Inadmisión por Duplicidad;0;Inadm. Duplicidad
53;Resolución de renuncia;0;Resol. renuncia
52;Resolución Desistimiento;0;Resol. Desist.
50;Resolución Definitiva;0;Resol. Defin.
40;Propuesta de Resolución;0;Prop. Resol.
25;Trámite de audiencia en Pérdida de Derecho al Cobro (NO INICIO);0;Trám. audiencia Pérd. Dere. Cobr. (NO INICIO)
25;Trámite de audiencia en Pérdida de Derecho al Cobro (liquidación);0;Trám. audiencia Pérd. Dere. Cobr. (liquidación)
21;Presentación de renuncia;0;Present. renuncia
10;Requerimiento de Documentación de Solicitud;0;Req. Doc. Sol.
1;Presentación de Solicitud;0;Present. Sol.
