NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación solicitud de desistimiento;0;Present. sol. desistimiento
156;Reintegro;0;Reintegro
155;Propuesta de Resolución de Inadmisión;0;Prop. Resol. Inadm.
82;Pago;0;Pag.
55;Resolución de Inadmisión;0;Resol. Inadm.
53;Resolución de Aceptación de Renuncia;0;Resol. Aceptación Renun.
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución Favorable;0;Resol. Favorable
43;Propuesta Definitiva de Resolución Desfavorable;0;Prop. Defin. Resol. Desfavorable
42;Propuesta Definitiva de Resolución Favorable;0;Prop. Defin. Resol. Favorable
41;Propuesta Provisional de Resolución Desfavorable;0;Prop. Provis. Resol. Desfavorable
30;Evaluación de solicitud;0;Eval. sol.
21;Presentación de Renuncia;0;Present. Renun.
10;Requerimiento documentación solicitud;0;Req. doc. sol.
1;Presentación de solicitud;0;Present. sol.
