NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
278;Resolución de Pérdida de Derecho al Cobro;1;Resol. Pérd. Dere. Cobr.
82;Pago - Reconocimiento de Obligación (ADO,O);1;Pag. - Reconocimiento Obligación (ADO,O)
51;Resolución Desfavorable;1;Resol. Desfavorable
285;Resolución de Procedimiento;0;Resol. proc.
284;Propuesta de Resolución de Procedimiento;0;Prop. Resol. proc.
283;Propuesta Resolución Pérdida de Derecho al Cobro;0;Prop. Resol. Pérd. Dere. Cobr.
70;Justificación de gastos;0;Justif. gastos
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Resolución Desfavorable;0;Prop. Resol. Desfavorable
42;Propuesta Resolución de Concesión;0;Prop. Resol. Conce.
30;Calificación y evaluación de solicitud;0;Calificación evaluación sol.
25;Trámite de audiencia;0;Trám. audiencia
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de Solicitud;0;Present. Sol.
