NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
43;Desestimado y Pendiente de Valoración;1;Desestimado Pend. Valoración
359;Acuerdo de inicio de Perdida de Derecho al Cobro - Cambio Condiciones;0;Acuerdo inicio Perdida Dere. Cobr. - Cambio Condiciones
341;Pendiente informe de evaluación;0;Pend. informe evaluación
340;Evaluado Definitivamente y Pendiente de Valoración final;0;Evaluado Defin.mente Pend. Valoración final
340;Evaluado y Pendiente de Valoración;0;Evaluado Pend. Valoración
340;Evaluado y Pendiente de Confirmación;0;Evaluado Pend. Confirmación
316;Resolución de Concesión Estimatoria sin Crédito;0;Resol. Conce. Estim. sin Crédito
316;Resolución de Concesión Desestimatoria;0;Resol. Conce. Desest.
316;Resolución Estimatoria Mod. Concesión;0;Resol. Estim. Mod. Conce.
316;Resolución Desestimatoria Mod. Concesión;0;Resol. Desest. Mod. Conce.
316;Resolución Estimatoria con Crédito - Recurso Alzada;0;Resol. Estim. Crédito - Recur. Alzada
316;Resolución de Concesión Estimatoria con Crédito;0;Resol. Conce. Estim. Crédito
316;Resolución Fin del Procedimiento - Causa sobrevenida;0;Resol. Fin proc. - Causa sobrevenida
316;Resolución Desestimatoria sin Crédito - Recurso Alzada;0;Resol. Desest. sin Crédito - Recur. Alzada
316;Resolución Desestimatoria Incumplimiento Requisitos - Recurso Alzada;0;Resol. Desest. Incumplimiento Req. - Recur. Alzada
224;Desestimación Recurso de Alzada;0;Desestimación Recur. Alzada
223;Estimación Recurso Alzada;0;Estimación Recur. Alzada
202;ANULADO - Solicitud Creada por Error;0;ANULADO - Sol. Creada Error
181;Abono;0;Abo.
155;P.R. de inadmisión solicitud fuera de plazo;0;P.R. inadmisión sol. fuera plazo
155;P.R. de inadmisión - Defecto Forma;0;P.R. inadmisión - Defecto Forma
155;P.R. de inadmisión solicitud duplicada;0;P.R. inadmisión sol. duplicada
154;P.R. de revocación - Resolución Solicitud Fuera de Plazo;0;P.R. revocación - Resol. Sol. Fuera Plazo
153;P.R. Desistimiento Voluntario Solicitud;0;P.R. Desist. Voluntario Sol.
153;P.R. Desistimiento Voluntario Ayuda;0;P.R. Desist. Voluntario Ayuda
152;P.R. Desistimiento Requerimiento documentación;0;P.R. Desist. Req. doc.
152;P.R. Desistimiento Requerimiento evaluación;0;P.R. Desist. Req. evaluación
90;Presentación de Recurso de Alzada;0;Present. Recur. Alzada
75;Corrección de Errores detectados en Fase de Abono;0;Corrección Errores detectados Fase Abo.
60;Cambio de condiciones;0;Cambio condiciones
55;Resolución de inadmisión - Defecto Forma;0;Resol. inadmisión - Defecto Forma
55;Resolución de inadmisión solicitud fuera de plazo;0;Resol. inadmisión sol. fuera plazo
55;Resolución de inadmisión solicitud duplicada;0;Resol. inadmisión sol. duplicada
54;Resolución de revocación - Resolución Solicitud Fuera de Plazo;0;Resol. revocación - Resol. Sol. Fuera Plazo
53;Resolución Desistimiento Voluntario Ayuda;0;Resol. Desist. Voluntario Ayuda
53;Resolución Desistimiento Voluntario Solicitud;0;Resol. Desist. Voluntario Sol.
52;Resolución Desistimiento evaluación;0;Resol. Desist. evaluación
52;Resolución Desistimiento Requerimiento documentación;0;Resol. Desist. Req. doc.
43;Propuesta de Resolución Desestimatoria Incumplimiento Requisitos- Recurso Alzada;0;Prop. Resol. Desest. Incumplimiento Req.- Recur. Alzada
43;P.R. Definitiva Desestimatoria;0;P.R. Defin. Desest.
43;Propuesta Resolución Fin del Procedimiento - Causa sobrevenida;0;Prop. Resol. Fin proc. - Causa sobrevenida
43;Propuesta de Resolución Desestimatoria sin Crédito - Recurso Alzada;0;Prop. Resol. Desest. sin Crédito - Recur. Alzada
43;P.R. Desestimatoria Mod. Concesión;0;P.R. Desest. Mod. Conce.
42;P.R. Definitiva Estimatoria con Crédito;0;P.R. Defin. Estim. Crédito
42;Propuesta de Resolución Estimatoria con Crédito - Recurso Alzada;0;Prop. Resol. Estim. Crédito - Recur. Alzada
42;P.R. Definitiva Estimatoria sin Crédito;0;P.R. Defin. Estim. sin Crédito
42;P.R. Estimatoria Mod. Concesión;0;P.R. Estim. Mod. Conce.
41;P.R. Provisional Desestimatoria;0;P.R. Provis. Desest.
40;P.R. Provisional Estimatoria con Crédito;0;P.R. Provis. Estim. Crédito
40;P.R. Provisional Estimatoria sin Crédito;0;P.R. Provis. Estim. sin Crédito
30;Evaluación de solicitud;0;Eval. sol.
30;Evaluación Abono;0;Eval. Abo.
30;Evaluación de solicitud definitiva;0;Eval. sol. definitiva
25;Tramite Audiencia Cambio Condiciones;0;Tramite Audi. Cambio Condiciones
25;Tramite Audiencia Evaluación;0;Tramite Audi. Eval.
25;Trámite Audiencia Recurso Alzada;0;Trám. Audi. Recur. Alzada
15;Presentación alegaciones;0;Present. alegaciones
10;Requerimiento Evaluación Provisional;0;Req. Eval. Provis.
10;Requerimiento Evaluación Abono;0;Req. Eval. Abo.
10;Requerimiento Cambio Condiciones;0;Req. Cambio Condiciones
10;Requerimiento Recurso Alzada;0;Req. Recur. Alzada
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de solicitud;0;Present. sol.
