NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin del procedimiento;1;Fin proc.
348;Contestación parcial a la solicitud;0;Contestación parcial sol.
347;Contestación a la solicitud;0;Contestación sol.
346;Resolución suministro parcial;0;Resol. suministro parcial
344;Redirigir solicitud;0;Redirigir sol.
343;Requerimiento de información a otras unidades;0;Req. información otras unidades
342;Solicitud no admitida;0;Sol. no admitida
236;Requerimiento de subsanación o concreción;0;Req. subsanación o concreción
90;Presentación recurso de alzada;0;Present. recurso alzada
66;Resolución desestimación recurso de alzada;0;Resol. desestimación recurso alzada
65;Resolución estimación parcial recurso de alzada;0;Resol. estimación parcial recurso alzada
64;Resolución estimación recurso de alzada;0;Resol. estimación recurso alzada
63;Resolución inadmisión recurso de alzada;0;Resol. inadmisión recurso alzada
52;Resolución desistimiento;0;Resol. desistimiento
51;Resolución denegatoria;0;Resol. denegatoria
36;Recepción de información;0;Recepción información
30;Evaluación de la solicitud;0;Eval. sol.
1;Presentación de la solicitud;0;Present. sol.
