NUMTRAM;DENOMINACION;FINAL;DENOMINACION_SIMPLE
0;Registro Sol.;0;Reg. Sol.
100;Fin de procedimiento;1;Fin proc.
286;Presentación Solicitud Desistimiento;0;Present. Sol. Desist.
278;Resolución de Pérdida de Derecho al Cobro/Compensación;0;Resol. Pérd. Dere. Cobr./Compensación
82;Liquidación;0;Liq.
82;Liquidación con alegaciones;0;Liq. alegaciones
82;Pago - Resto 10%;0;Pag. - Resto 10%
82;Pago - Anticipo 90%;0;Pag. - Anticipo 90%
52;Resolución de Desistimiento;0;Resol. Desist.
51;Resolución Desfavorable;0;Resol. Desfavorable
50;Resolución de Concesión;0;Resol. Conce.
43;Propuesta Resolución Desfavorable;0;Prop. Resol. Desfavorable
42;Propuesta Resolución de Concesión;0;Prop. Resol. Conce.
40;Propuesta Provisional de Concesión;0;Prop. Provis. Conce.
30;Evaluación y Servicios de Verificación;0;Eval. Servicios Verificación
25;Acuerdo de inicio de pérdida de derecho al cobro;0;Acuerdo inicio pérdida derecho cobro
15;Presentación de alegaciones;0;Present. alegaciones
10;Requerimiento de documentación;0;Req. doc.
1;Presentación de Solicitud;0;Present. Sol.
